Filename,OCR System,CER,WER,Char Insertions,Char Deletions,Char Substitutions,Word Insertions,Word Deletions,Word Substitutions,Total Chars,Total Words,Significant Word Accuracy,Total Significant Words,Significant Word Errors,Capitalized Word Accuracy,Total Capitalized Words,Capitalized Word Errors,Number Group Accuracy,Total Number Groups,Number Group Errors,BLEU Score,Hallucination Rate,Total Hallucinated Words,Unique Hallucinated Words,Document Year,Age Group
Dirom - 1783 - Thoughts on the state of the militia of jamaica_page_20.md,LightOn,0.010903,0.027523,0,7,0,0,3,0,642,109,0.976190,42,1,1.000000,26,0,0.000000,1,1,0.972095,0.000000,0,0,1783,1775-1799
"Edwards - 1798 - The history, civil and commercial, of the British colonies in the West Indies_page_211.md",LightOn,0.124919,0.082707,191,0,1,20,0,2,1537,266,0.865546,119,16,0.153846,13,11,-2.000000,2,6,0.912057,0.031469,9,9,1798,1775-1799
F. M. - 1634 - Wits Common Wealth The Second Part_page_198.md,LightOn,0.186916,0.373494,171,45,124,27,13,84,1819,332,0.441176,170,95,0.172414,29,24,0.571429,7,3,0.444709,0.078035,27,27,1634,1625-1649
"Fawconer - 1774 - The Sporting Calendar, containing an account of the plates, matches, andf sweepstakes_page_182.md",LightOn,0.044129,0.195833,0,30,26,0,19,28,1269,240,0.802139,187,37,0.923077,78,6,0.898305,59,6,0.616005,0.000000,0,0,1774,1750-1774
Feltham - 1803 - A popular view of the structure and economy of the human body_page_230.md,LightOn,0.003799,0.012712,0,4,1,1,1,1,1316,236,0.982609,115,2,1.000000,6,0,0.888889,9,1,0.985040,0.000000,0,0,1803,1800-1824
Fox - 1800 - An address to the people of Great Britain on the propriety of abstaining from West India Sugar and Rum_page_5.md,LightOn,0.005364,0.025271,3,6,8,0,3,11,3169,554,0.951613,248,12,0.947368,19,1,0.666667,3,1,0.944486,0.010889,6,6,1800,1800-1824
Gadbury - 1672 - The Jamaica Almanack_page_4.md,LightOn,0.018803,0.038265,25,15,4,6,3,6,2340,392,0.951691,207,10,0.917431,109,9,1.000000,6,0,0.935342,0.002532,1,1,1672,1650-1674
Gisborne - 1792 - On slavery and the slave trade_page_1.md,LightOn,0.001392,0.007782,2,0,0,0,0,2,1437,257,0.982301,113,2,0.833333,6,1,1.000000,1,0,0.980352,0.003891,1,1,1792,1775-1799
Hamilton - 1718 - An answer to an Anonymous Libel_page_48.md,LightOn,0.007666,0.032558,0,9,0,0,5,2,1174,215,0.967033,91,3,0.952381,42,2,0.000000,1,1,0.952939,0.004762,1,1,1718,1700-1724
Harris - 1691 - Remarks on the affairs and trade of England and Ireland_page_45.md,LightOn,0.002852,0.016064,0,3,5,0,0,8,2805,498,0.964286,224,8,0.961165,103,4,1.000000,6,0,0.959506,0.008032,4,4,1691,1675-1699
Hayne - 1685 - An abstract of all the statutes made concerning aliens trading in England from the first-year of K._page_12.md,LightOn,0.037197,0.056624,144,30,16,23,4,26,5108,936,0.899563,458,46,0.893617,235,25,0.875000,8,1,0.902571,0.014660,14,14,1685,1675-1699
Hickeringill - 1705 - Jamaica Viewed_page_28.md,LightOn,0.005542,0.018349,0,6,1,0,2,2,1263,218,0.963636,110,4,0.928571,56,4,0.500000,2,1,0.974575,0.004630,1,1,1705,1700-1724
Hughes - 1750 - The Natural History of Barbados in Ten Books_page_211.md,LightOn,0.004527,0.021084,2,1,6,0,1,6,1988,332,0.961111,180,7,0.975904,83,2,1.000000,1,0,0.951308,0.006042,2,2,1750,1750-1774
"Ingram - 1744 - An essay, on the nature, cause, and seat of dysentery's, in a letter to Dr. Henry Warren of Barbados_page_35.md",LightOn,0.011004,0.031008,0,8,0,0,3,1,727,129,0.965517,58,2,0.913043,23,2,0.000000,1,1,0.956742,0.007937,1,1,1744,1725-1749
Janssen - 1713 - General Maxims in Trade_page_26.md,LightOn,0.005510,0.007299,0,8,0,0,2,0,1452,274,0.991453,117,1,1.000000,52,0,0.000000,1,1,0.992674,0.000000,0,0,1713,1700-1724
"Kent - 1687 - A choice manual, or Rare secrets in physick and chirurgery collected, & practised by the Right Hono_page_106.md",LightOn,0.101880,0.169611,126,8,34,19,0,29,1649,283,0.685714,140,44,0.361111,36,23,0.800000,5,1,0.711968,0.036424,11,11,1687,1675-1699
Leslie - 1740 - A new and exact account of Jamaica_page_184.md,LightOn,0.005771,0.035088,2,0,5,2,0,6,1213,228,0.928571,112,8,0.953846,65,3,1.000000,5,0,0.926127,0.004348,1,1,1740,1725-1749
Ligon - 1657 - A True and Exact history of the island of barbados_page_47.md,LightOn,0.007438,0.028754,7,6,12,1,2,15,3361,626,0.943662,284,16,0.925926,54,4,0.000000,2,2,0.934645,0.001600,1,1,1657,1650-1674
"Long - 1774 - The history of Jamaica, or, general survey of the antient and modern state of that island_page_1.md",LightOn,0.015281,0.055794,3,34,6,0,11,15,2814,466,0.907407,216,20,0.333333,6,4,0.500000,4,2,0.897905,0.017582,8,8,1774,1750-1774
"Marnettè - 1656 - The perfect cook being the most exact directions for the making all kinds of pastes, with the perfec_page_97.md",LightOn,0.096468,0.186352,113,18,52,18,4,49,1897,381,0.629412,170,63,0.071429,14,13,0.500000,2,1,0.675935,0.068354,27,19,1656,1650-1674
"Morley - 1653 - A Vindication of that righteous principle of the doctrine of Christ, called laying on of hands upon_page_26.md",LightOn,0.082789,0.133489,152,9,29,21,1,35,2295,427,0.715084,179,51,-0.666667,9,15,0.666667,3,1,0.788390,0.049217,22,19,1653,1650-1674
Moseley and Moseley - 1799 - A treatise on sugar_page_103.md,LightOn,0.016729,0.053191,1,9,8,1,5,4,1076,188,0.937500,112,7,0.928571,14,1,0.800000,5,1,0.928652,0.005435,1,1,1799,1775-1799
"Mullinax - 1660 - Symplegades antrum, or the rumpant story impartially relating their tyrannical dealings, and clymacterial downfall_page_16.md",LightOn,0.058486,0.098592,134,5,24,22,2,25,2787,497,0.849265,272,41,0.817204,93,17,0.500000,2,1,0.837213,0.029014,15,15,1660,1650-1674
Norwood - 1753 - An account of some particulars_page_1.md,LightOn,0.016810,0.067961,14,1,24,4,0,24,2320,412,0.882927,205,24,0.900000,40,4,0.818182,11,2,0.854473,0.004808,2,2,1753,1750-1774
Ogilby - 1671 - America_page_399.md,LightOn,0.029851,0.041872,0,67,5,0,11,6,2412,406,0.935185,216,14,0.900000,70,7,0.666667,3,1,0.935267,0.007595,3,3,1671,1650-1674
Priestley - 1788 - A sermon on the subject of the slave trade_page_29.md,LightOn,0.005666,0.010989,0,6,0,0,2,0,1059,182,0.989011,91,1,1.000000,7,0,0.000000,1,1,0.980581,0.000000,0,0,1788,1775-1799
Prinsep - 1792 - The right in the West-India merchants to a double monopoly of the sugar market of Great Britain_page_1.md,LightOn,0.007782,0.027473,0,8,0,0,4,1,1028,182,0.977273,88,2,1.000000,8,0,0.800000,5,1,0.963869,0.005618,1,1,1792,1775-1799
Prinsep - 1794 - Bengal Sugar. An account of the method and expence of cultivating the sugar-cane in Bengal_page_1.md,LightOn,0.015568,0.025510,16,0,1,3,0,2,1092,196,0.970874,103,3,1.000000,12,0,0.846154,13,2,0.963184,0.005025,1,1,1794,1775-1799
Purchas - 1614 - Purchas his pilgrimage_page_484.md,LightOn,0.038877,0.108827,12,86,89,0,17,73,4810,827,0.797136,419,85,0.649351,77,27,0.750000,8,2,0.768056,0.022222,18,17,1614,1600-1624
"Robertson - 1736 - The speech of Mr John Talbot Campo-bell, a free christian negro to his countrymen in the mountains of jamaica_page_47.md",LightOn,0.018251,0.045267,0,17,7,0,4,7,1315,243,0.900990,101,10,0.871795,39,5,0.000000,2,2,0.917674,0.012552,3,3,1736,1725-1749
"Sheffeild - 1650 - A good conscience the strongest hold. A treatise of conscience, handling the nature acts offices use_page_109.md",LightOn,0.275335,0.366906,282,437,164,48,70,86,3207,556,0.406667,300,178,0.333333,63,42,0.285714,14,10,0.529721,0.044944,24,20,1650,1650-1674
"Spire - 1698 - The natures, uses, & doses of several approved and experienced medicines, faithfully prepared by Joh_page_7.md",LightOn,0.050189,0.073593,121,0,12,18,0,16,2650,462,0.885827,254,29,0.841270,126,20,0.863636,22,3,0.882138,0.022917,11,10,1698,1675-1699
Starkey - 1658 - Natures explication and Helmont's vindication. Or A short and sure way to a long and sound life bei_page_101.md,LightOn,0.117122,0.216783,124,14,59,17,4,41,1682,286,0.609589,146,57,0.418182,55,32,0.000000,2,2,0.648753,0.056856,17,17,1658,1650-1674
"Stow - 1633 - The survey of London containing the original, increase, modern estate and government of that city, m_page_250.md",LightOn,0.105978,0.190928,337,482,133,49,76,157,8983,1477,0.725610,820,225,0.679012,405,130,0.800000,15,3,0.713250,0.031034,45,41,1633,1625-1649
"Stubbe - 1662 - The Indian Nectar, or a discourse concerning chocolata_page_105.md",LightOn,0.036517,0.105263,16,15,21,6,2,20,1424,266,0.864583,192,26,0.727273,11,3,0.500000,2,1,0.794974,0.029630,8,8,1662,1650-1674
Thomas - 1800 - Different plans for improving the Habour of Bristol_page_27.md,LightOn,0.002750,0.018692,1,2,0,0,2,2,1091,214,0.965909,88,3,0.904762,21,2,1.000000,4,0,0.966965,0.000000,0,0,1800,1800-1824
Tryon - 1684 - Friendly advice to the gentle-man planters of the east and west indies_page_112.md,LightOn,0.009804,0.048193,5,3,1,1,2,5,918,166,0.923077,78,6,0.968750,32,1,0.000000,1,1,0.920401,0.006061,1,1,1684,1675-1699
"Vaughan - 1612 - Approved directions for health, both naturall and artificiall deriued from the best physitians as we_page_41.md",LightOn,0.083004,0.145299,135,10,23,20,0,31,2024,351,0.781095,201,44,0.518519,27,13,0.750000,4,1,0.751884,0.037736,14,14,1612,1600-1624
Walwyn - 1646 - A word in season to all sorts of wel minded people in this miserably distracted and distempered nat_page_5.md,LightOn,0.058067,0.090674,116,9,6,17,0,18,2256,386,0.821229,179,32,0.434783,23,13,0.000000,2,2,0.855689,0.047146,19,18,1646,1625-1649
"Williams - 1750 - An essay on the bilious, or yellow fever of jamaica_page_28.md",LightOn,0.020604,0.068702,2,12,16,0,4,14,1456,262,0.880952,126,15,0.843137,51,8,0.000000,1,1,0.850939,0.000000,0,0,1750,1750-1774
Windham - 1804 - Facts better than arguments_page_99.md,LightOn,0.004119,0.015385,1,3,1,0,1,2,1214,195,0.967391,92,3,1.000000,6,0,0.000000,1,1,0.968879,0.000000,0,0,1804,1800-1824
Woods - 1784 - Thoughts on the slavery of the negroes_page_1.md,LightOn,0.007946,0.020134,0,7,0,0,3,0,881,149,0.986842,76,1,1.000000,3,0,0.000000,1,1,0.979662,0.000000,0,0,1784,1775-1799
"Worthington - 1620 - The ground of a Christians life Deliuered in a sermon at Harwood in Lancashire, the first day of Dec_page_22.md",LightOn,0.202748,0.254118,296,32,159,35,10,63,2402,425,0.560976,205,90,0.238095,21,16,0.000000,6,6,0.713066,0.064444,29,27,1620,1600-1624
Wright - 1777 - Description of the Jesuits bark tree of Jamaica and the Caribbes_page_3.md,LightOn,0.050649,0.104651,0,35,4,0,5,4,770,86,0.892857,84,9,0.791667,24,5,0.500000,2,1,0.819294,0.000000,0,0,1777,1775-1799
Young - 1807 - The West-India Common-place Book_page_149.md,LightOn,0.878755,0.450000,767,0,52,1,37,34,932,160,0.389831,118,72,0.687500,32,10,0.968750,64,2,0.507523,0.024194,3,3,1807,1800-1824
