Filename,OCR System,CER,WER,Char Insertions,Char Deletions,Char Substitutions,Word Insertions,Word Deletions,Word Substitutions,Total Chars,Total Words,Significant Word Accuracy,Total Significant Words,Significant Word Errors,Capitalized Word Accuracy,Total Capitalized Words,Capitalized Word Errors,Number Group Accuracy,Total Number Groups,Number Group Errors,BLEU Score,Hallucination Rate,Total Hallucinated Words,Unique Hallucinated Words,Document Year,Age Group
Anonymous - 1710 - Whereas the Queen has been pleased to direct_page_1_page_001.md,Tesseract,0.104083,0.282192,136,5,91,29,2,72,2229,365,0.502703,185,92,0.592308,130,53,0.333333,9,6,0.552139,0.056122,22,22,1710,1700-1724
"Anonymous - 1712 - Some considerations humbly offered, against Granting the Sole TRade to Guiny from cape blanco to cape lopez_page_1_page_001.md",Tesseract,0.136893,0.381933,226,100,156,48,28,165,3521,631,0.328520,277,186,0.409938,161,95,0.000000,5,5,0.439824,0.087558,57,51,1712,1700-1724
Anonymous - 1716 - A True Account of the late pyracies of Jamaica_page_19_page_001.md,Tesseract,0.248113,0.722772,78,45,140,0,30,116,1060,202,-0.206897,87,105,0.200000,45,36,0.500000,4,2,0.100416,0.215116,37,36,1716,1700-1724
Anonymous - 1721 - The unhappy voyage_page_1_page_001.md,Tesseract,0.170909,0.389937,439,159,295,98,26,248,5225,954,0.423154,501,289,0.496324,272,137,-2.000000,4,12,0.445325,0.087719,90,81,1721,1700-1724
Anonymous - 1726 - The State of the Island of Jamaica_page_41_page_001.md,Tesseract,0.233726,0.605072,114,63,200,17,9,141,1613,276,0.028169,142,138,0.371795,78,49,-0.250000,4,5,0.217065,0.207746,59,55,1726,1725-1749
Anonymous - 1728 - Some observations on the Assiento Trade_page_22_page_001.md,Tesseract,0.113772,0.396011,65,45,118,17,7,115,2004,351,0.206452,155,123,0.425000,80,46,0.000000,3,3,0.298120,0.110803,40,39,1728,1725-1749
Anonymous - 1731 - The Case of the British Sugar-Colonies_page_2_page_001.md,Tesseract,0.154803,0.382920,173,227,272,30,24,224,4341,726,0.313043,345,237,0.427136,199,114,-1.500000,2,5,0.439699,0.128415,94,79,1731,1725-1749
Anonymous - 1732 - Some considerations touching the sugar colonies_page_1_page_001.md,Tesseract,0.043917,0.197297,33,8,46,14,4,55,1981,370,0.682081,173,55,0.773333,75,17,0.000000,3,3,0.624961,0.044737,17,17,1732,1725-1749
Anonymous - 1740 - A letter from a gentleman at barbados to his friend now in London_page_25_page_001.md,Tesseract,0.050691,0.238938,16,3,47,7,3,44,1302,226,0.509615,104,51,0.659574,47,16,1.000000,3,0,0.523824,0.034783,8,8,1740,1725-1749
"Anonymous - 1743 - Acts of Assembly passed in the Island of Jamaica from 1681, to 1737, inclusive_page_118_page_001.md",Tesseract,0.143760,0.340573,376,255,188,105,48,192,5697,1013,0.430642,483,275,0.626263,297,111,-1.000000,2,4,0.498312,0.050467,54,48,1743,1725-1749
Anonymous - 1744 - Reasons against the bill now depending in parliament intitled a bill for inlarging and regulating the trade to the levant seas_page_6_page_001.md,Tesseract,0.081574,0.315551,102,85,211,28,29,221,4879,881,0.335277,343,228,0.463687,179,96,0.000000,1,1,0.461142,0.070455,62,54,1744,1725-1749
Anonymous - 1746 - An essay concerning slavery and the danger Jamaica is expos'd too from the too great number of slaves_page_41_page_001.md,Tesseract,0.065905,0.293839,33,5,37,8,2,52,1138,211,0.475728,103,54,0.720930,43,12,1.000000,2,0,0.469603,0.096774,21,20,1746,1725-1749
Anonymous - 1752 - The art of making sugar_page_1_page_001.md,Tesseract,0.114921,0.366446,24,139,142,12,20,134,2654,453,0.415966,238,139,0.357143,14,9,-1.000000,3,6,0.386176,0.065169,29,26,1752,1750-1774
Anonymous - 1753 - An accurate description of the cacao-tree_page_2_page_001.md,Tesseract,0.065105,0.315534,21,32,86,7,25,98,2135,412,0.451087,184,101,0.578947,38,16,0.928571,14,1,0.485591,0.053299,21,19,1753,1750-1774
Anonymous - 1757 - The Jamaica Association Develop'd_page_14_page_001.md,Tesseract,0.070229,0.358491,34,2,56,15,0,61,1310,212,0.270833,96,70,0.395833,48,29,0.000000,1,1,0.365927,0.088106,20,18,1757,1750-1774
Anonymous - 1764 - Astronomical Observations Made at the Island of Barbados; At Willoughby Fort_page_1_page_001.md,Tesseract,0.050159,0.246429,18,6,55,9,1,59,1575,280,0.588608,158,65,0.614035,57,22,0.842105,19,3,0.524912,0.038194,11,10,1764,1750-1774
Anonymous - 1766 - The privileges of the island of jamaica vindicated_page_64_page_001.md,Tesseract,0.101695,0.358268,58,8,78,22,2,67,1416,254,0.312500,112,77,0.642857,14,5,0.000000,2,2,0.432555,0.087591,24,21,1766,1750-1774
"Anonymous - 1768 - An act for vesting the settled estate of william nedham, esquire, in the island of Jamaica, in trustees for the purposes therein mentioned_page_7_page_001.md",Tesseract,0.059600,0.297483,43,6,109,16,2,112,2651,437,0.419355,217,126,0.614286,140,54,0.000000,1,1,0.439746,0.053215,24,22,1768,1750-1774
Anonymous - 1768 - Letters from a farmer in pennsylvania_page_74_page_001.md,Tesseract,0.179986,0.468864,67,57,135,22,13,93,1439,273,0.267717,127,93,0.250000,4,3,-1.000000,1,2,0.314378,0.159574,45,44,1768,1750-1774
Anonymous - 1789 - Notes on the two reports from the committee of the honourable house of assembly of Jamaica_page_32_page_001.md,Tesseract,0.087410,0.406699,64,4,41,28,0,57,1247,209,0.500000,114,57,0.821429,28,5,0.666667,12,4,0.389275,0.033755,8,4,1789,1775-1799
Anonymous - 1792 - Bristol an abstract of the city charter_page_32_page_001.md,Tesseract,0.052336,0.219388,14,1,41,5,1,37,1070,196,0.573034,89,38,0.714286,28,8,0.000000,1,1,0.561634,0.035000,7,7,1792,1775-1799
Anonymous - 1792 - Plain man's thoughts on the present price of sugar_page_15_page_001.md,Tesseract,0.057489,0.247788,13,15,48,4,4,48,1322,226,0.504673,107,53,0.555556,9,4,0.000000,2,2,0.517960,0.044248,10,9,1792,1775-1799
"Anonymous - 1793 - Memoir, on the sugar-trade of the British colonies_page_1_page_001.md",Tesseract,0.017287,0.108527,10,0,3,6,0,8,752,129,0.783333,60,13,0.857143,7,1,1.000000,1,0,0.819851,0.044444,6,6,1793,1775-1799
Anonymous - 1800 - Cushoo A dialogue between a negro and an english gentleman_page_7_page_001.md,Tesseract,0.187417,0.455150,223,13,47,56,8,73,1510,301,0.414773,176,103,0.382979,47,29,-6.000000,1,7,0.435747,0.131805,46,45,1800,1800-1824
Anonymous - 1803 - Practical Rules for the management and medical treatment of negro slaves in the sugar colonies_page_243_page_001.md,Tesseract,0.002264,0.017621,3,0,0,2,0,2,1325,227,0.971429,105,3,1.000000,2,0,1.000000,1,0,0.969130,0.008734,2,2,1803,1800-1824
"Anonymous and Company - 1691 - A list of the names of all the adventurers in the stock of the honourable the East-India-Company, th_page_9_page_001.md",Tesseract,0.078726,0.264768,184,46,200,47,10,194,5462,948,0.524249,433,206,0.640394,203,73,-1.500000,2,5,0.536182,0.047716,47,45,1691,1675-1699
"Anonymous and Kilkenny - 1643 - Orders establisht in the popish generall assembly, held (under the specious pretence of supreme auth_page_5_page_001.md",Tesseract,0.099125,0.347418,150,38,186,25,24,173,3773,639,0.355482,301,194,0.472527,91,48,0.666667,9,3,0.445368,0.057813,37,33,1643,1625-1649
Baker - 1775 - An essay on the art of making Moscavado sugar wherein a new process is proposed_page_1_page_001.md,Tesseract,0.058462,0.218241,22,6,67,7,2,58,1625,307,0.546099,141,64,0.728571,70,19,1.000000,5,0,0.597857,0.041667,13,11,1775,1775-1799
Banks - 1699 - The unhappy favourite_page_37_page_001.md,Tesseract,0.140394,0.443590,83,50,152,15,24,134,2030,390,0.284974,193,138,0.543210,81,37,-7.000000,1,8,0.316769,0.102362,39,31,1699,1675-1699
Barham - 1717 - A letter of that curious Naturalist Mr Henry Barham_page_1_page_001.md,Tesseract,0.159763,0.347079,161,11,71,29,5,67,1521,291,0.372263,137,86,0.406250,64,38,-1.000000,2,4,0.462617,0.085714,27,24,1717,1700-1724
Bishop - 1766 - Instructions and observations relative to the navigation of the windward and gulph passages_page_74_page_001.md,Tesseract,0.061397,0.254032,26,5,49,11,3,49,1303,248,0.573770,122,52,0.661290,62,21,0.800000,5,1,0.543957,0.046875,12,12,1766,1750-1774
Burroughs - 1659 - Rich Newes from Jamaica_page_4_page_001.md,Tesseract,0.463390,0.739645,55,296,111,8,51,66,997,169,-0.023256,86,88,0.212121,33,26,1.000000,1,0,0.155096,0.142857,18,18,1659,1650-1674
"Cary - 1695 - An essay on the state of England in relation to its trade, its poor, and its taxes, for carrying on_page_51_page_001.md",Tesseract,0.122986,0.402410,140,15,135,37,5,125,2358,415,0.243243,185,140,0.333333,69,46,-2.500000,2,7,0.389557,0.073826,33,32,1695,1675-1699
Child - 1690 - A discourse about trade_page_175_page_001.md,Tesseract,0.098287,0.365979,17,4,88,8,0,63,1109,194,0.188235,85,69,0.333333,42,28,0.400000,5,3,0.320799,0.064356,13,13,1690,1675-1699
Cotton - 1614 - Gods promise to his plantation_page_14_page_001.md,Tesseract,0.082873,0.359073,32,37,51,11,16,66,1448,259,0.416667,132,77,0.480000,25,13,0.250000,8,6,0.445489,0.055118,14,14,1614,1600-1624
Cowley - 1739 - A description of the windward passage and gulf of florida_page_21_page_001.md,Tesseract,0.045922,0.254826,13,2,52,7,1,58,1459,259,0.482759,116,60,0.571429,56,24,1.000000,1,0,0.503346,0.033962,9,7,1739,1725-1749
"Davison - 1621 - Dauisons poems, or, A poeticall rapsodie Deuided into sixe bookes. The first, contayning poems and d_page_73_page_001.md",Tesseract,0.227763,0.645429,115,164,164,15,60,158,1945,361,0.135266,207,179,-0.384615,26,36,-0.500000,2,3,0.153575,0.186709,59,52,1621,1600-1624
Dirom - 1783 - Thoughts on the state of the militia of jamaica_page_20_page_001.md,Tesseract,0.091900,0.412844,29,1,29,12,1,32,642,109,0.166667,42,35,0.576923,26,11,0.000000,1,1,0.409453,0.100000,12,12,1783,1775-1799
"Edwards - 1798 - The history, civil and commercial, of the British colonies in the West Indies_page_211_page_001.md",Tesseract,0.046194,0.233083,14,3,54,7,0,55,1537,266,0.487395,119,61,0.692308,13,4,1.000000,2,0,0.523126,0.047619,13,11,1798,1775-1799
F. M. - 1634 - Wits Common Wealth The Second Part_page_198_page_001.md,Tesseract,0.257284,0.725904,39,255,174,9,74,158,1819,332,0.035294,170,164,0.034483,29,28,0.571429,7,3,0.071615,0.157303,42,36,1634,1625-1649
"Fawconer - 1774 - The Sporting Calendar, containing an account of the plates, matches, andf sweepstakes_page_182_page_001.md",Tesseract,0.128448,0.475000,36,24,103,7,15,92,1269,240,0.491979,187,95,0.615385,78,30,0.610169,59,23,0.238890,0.060345,14,14,1774,1750-1774
Feltham - 1803 - A popular view of the structure and economy of the human body_page_230_page_001.md,Tesseract,0.013678,0.076271,14,0,4,9,0,9,1316,236,0.878261,115,14,0.833333,6,1,1.000000,9,0,0.872682,0.016327,4,4,1803,1800-1824
Fox - 1800 - An address to the people of Great Britain on the propriety of abstaining from West India Sugar and Rum_page_5_page_001.md,Tesseract,0.158360,0.457658,324,35,143,84,18,152,3170,555,0.176707,249,205,0.105263,19,17,-0.666667,3,5,0.385394,0.072464,45,45,1800,1800-1824
Gadbury - 1672 - The Jamaica Almanack_page_4_page_001.md,Tesseract,0.223077,0.477041,224,108,190,64,14,109,2340,392,0.314010,207,142,0.330275,109,73,-0.333333,6,8,0.436425,0.083710,37,32,1672,1650-1674
Gisborne - 1792 - On slavery and the slave trade_page_1_page_001.md,Tesseract,0.080028,0.354086,31,6,78,7,6,78,1437,257,0.265487,113,83,0.166667,6,5,1.000000,1,0,0.343428,0.077519,20,20,1792,1775-1799
Hamilton - 1718 - An answer to an Anonymous Libel_page_48_page_001.md,Tesseract,0.038330,0.190698,9,3,33,3,3,35,1174,215,0.582418,91,38,0.666667,42,14,0.000000,1,1,0.643401,0.037209,8,8,1718,1700-1724
Harris - 1691 - Remarks on the affairs and trade of England and Ireland_page_45_page_001.md,Tesseract,0.132977,0.425703,238,10,125,64,16,132,2805,498,0.218750,224,175,0.514563,103,50,-0.166667,6,7,0.401086,0.122711,67,66,1691,1675-1699
Hayne - 1685 - An abstract of all the statutes made concerning aliens trading in England from the first-year of K._page_12_page_001.md,Tesseract,0.098277,0.304487,213,96,193,46,31,208,5108,936,0.497817,458,230,0.582979,235,98,-0.125000,8,9,0.500285,0.056782,54,49,1685,1675-1699
Hickeringill - 1705 - Jamaica Viewed_page_28_page_001.md,Tesseract,0.109264,0.380734,25,37,76,9,6,68,1263,218,0.372727,110,69,0.517857,56,27,1.000000,2,0,0.365135,0.081448,18,18,1705,1700-1724
Hughes - 1750 - The Natural History of Barbados in Ten Books_page_211_page_001.md,Tesseract,0.062877,0.268072,44,17,64,19,2,68,1988,332,0.583333,180,75,0.650602,83,29,-2.000000,1,3,0.520977,0.060172,21,19,1750,1750-1774
"Ingram - 1744 - An essay, on the nature, cause, and seat of dysentery's, in a letter to Dr. Henry Warren of Barbados_page_35_page_001.md",Tesseract,0.081155,0.279070,12,11,36,5,0,31,727,129,0.431034,58,33,0.565217,23,10,1.000000,1,0,0.515435,0.059701,8,7,1744,1725-1749
Janssen - 1713 - General Maxims in Trade_page_26_page_001.md,Tesseract,0.103994,0.441606,66,12,73,6,25,90,1452,274,0.230769,117,90,0.634615,52,19,-3.000000,1,4,0.304417,0.149020,38,35,1713,1700-1724
"Kent - 1687 - A choice manual, or Rare secrets in physick and chirurgery collected, & practised by the Right Hono_page_106_page_001.md",Tesseract,0.154639,0.455830,34,72,149,15,10,104,1649,283,0.221429,140,109,0.111111,36,32,0.000000,5,5,0.276478,0.121528,35,28,1687,1675-1699
Leslie - 1740 - A new and exact account of Jamaica_page_184_page_001.md,Tesseract,0.140973,0.429825,96,20,55,30,8,60,1213,228,0.312500,112,77,0.600000,65,26,0.200000,5,4,0.400906,0.100000,25,25,1740,1725-1749
Ligon - 1657 - A True and Exact history of the island of barbados_page_47_page_001.md,Tesseract,0.100863,0.394569,99,101,139,30,51,166,3361,626,0.355634,284,183,0.425926,54,31,-3.000000,2,8,0.396487,0.059504,36,33,1657,1650-1674
"Long - 1774 - The history of Jamaica, or, general survey of the antient and modern state of that island_page_1_page_001.md",Tesseract,0.072469,0.334047,44,15,145,14,10,132,2815,467,0.351852,216,140,-0.333333,6,8,-0.250000,4,5,0.416542,0.067941,32,31,1774,1750-1774
"Marnettè - 1656 - The perfect cook being the most exact directions for the making all kinds of pastes, with the perfec_page_97_page_001.md",Tesseract,0.172377,0.503937,130,74,123,18,37,137,1897,381,0.123529,170,149,-0.428571,14,20,0.000000,2,2,0.254357,0.107735,39,37,1656,1650-1674
"Morley - 1653 - A Vindication of that righteous principle of the doctrine of Christ, called laying on of hands upon_page_26_page_001.md",Tesseract,0.167756,0.489461,164,74,147,23,33,153,2295,427,0.055866,179,169,-2.111111,9,28,-1.000000,3,6,0.265471,0.117506,49,46,1653,1650-1674
Moseley and Moseley - 1799 - A treatise on sugar_page_103_page_001.md,Tesseract,0.065985,0.297872,15,0,56,10,1,45,1076,188,0.562500,112,49,0.500000,14,7,0.800000,5,1,0.472890,0.035533,7,7,1799,1775-1799
"Mullinax - 1660 - Symplegades antrum, or the rumpant story impartially relating their tyrannical dealings, and clymacterial downfall_page_16_page_001.md",Tesseract,0.136706,0.468813,190,31,160,35,30,168,2787,497,0.341912,272,179,0.408602,93,55,-0.500000,2,3,0.321515,0.107570,54,53,1660,1650-1674
Norwood - 1753 - An account of some particulars_page_1_page_001.md,Tesseract,0.068103,0.310680,19,31,108,8,11,109,2320,412,0.424390,205,118,0.500000,40,20,0.818182,11,2,0.443925,0.070905,29,26,1753,1750-1774
Ogilby - 1671 - America_page_399_page_001.md,Tesseract,0.085821,0.300493,49,48,110,14,12,96,2412,406,0.486111,216,111,0.557143,70,31,0.666667,3,1,0.452215,0.046569,19,19,1671,1650-1674
Priestley - 1788 - A sermon on the subject of the slave trade_page_29_page_001.md,Tesseract,0.042493,0.236264,9,1,35,3,2,38,1059,182,0.549451,91,41,0.571429,7,3,1.000000,1,0,0.522320,0.065574,12,11,1788,1775-1799
Prinsep - 1792 - The right in the West-India merchants to a double monopoly of the sugar market of Great Britain_page_1_page_001.md,Tesseract,0.064202,0.280220,21,11,34,9,2,40,1028,182,0.500000,88,44,0.875000,8,1,0.600000,5,2,0.502067,0.068783,13,13,1792,1775-1799
Prinsep - 1794 - Bengal Sugar. An account of the method and expence of cultivating the sugar-cane in Bengal_page_1_page_001.md,Tesseract,0.303114,0.872449,199,4,128,59,0,112,1092,196,-0.262136,103,130,0.083333,12,11,0.076923,13,12,0.108785,0.274510,70,66,1794,1775-1799
Purchas - 1614 - Purchas his pilgrimage_page_484_page_001.md,Tesseract,0.156549,0.442563,166,334,253,31,90,245,4810,827,0.326969,419,282,0.298701,77,54,0.125000,8,7,0.336264,0.059896,46,43,1614,1600-1624
"Robertson - 1736 - The speech of Mr John Talbot Campo-bell, a free christian negro to his countrymen in the mountains of jamaica_page_47_page_001.md",Tesseract,0.067681,0.259259,37,7,45,13,2,48,1315,243,0.425743,101,58,0.564103,39,17,1.000000,2,0,0.536686,0.078740,20,20,1736,1725-1749
"Sheffeild - 1650 - A good conscience the strongest hold. A treatise of conscience, handling the nature acts offices use_page_109_page_001.md",Tesseract,0.353913,0.676259,360,534,241,69,101,206,3207,556,0.023333,300,293,0.063492,63,59,0.142857,14,12,0.189778,0.131679,69,66,1650,1650-1674
"Spire - 1698 - The natures, uses, & doses of several approved and experienced medicines, faithfully prepared by Joh_page_7_page_001.md",Tesseract,0.269434,0.575758,175,347,192,48,63,155,2650,462,0.248031,254,191,0.333333,126,84,0.636364,22,8,0.298641,0.118568,53,50,1698,1675-1699
Starkey - 1658 - Natures explication and Helmont's vindication. Or A short and sure way to a long and sound life bei_page_101_page_001.md,Tesseract,0.329964,0.748252,198,116,241,30,18,166,1682,286,-0.198630,146,175,0.018182,55,54,-1.000000,2,4,0.117013,0.214765,64,62,1658,1650-1674
"Stow - 1633 - The survey of London containing the original, increase, modern estate and government of that city, m_page_250_page_001.md",Tesseract,0.233886,0.571429,570,809,722,123,142,579,8983,1477,0.234146,820,628,0.308642,405,280,0.000000,15,15,0.279453,0.084362,123,108,1633,1625-1649
"Stubbe - 1662 - The Indian Nectar, or a discourse concerning chocolata_page_105_page_001.md",Tesseract,0.121489,0.454887,42,48,83,8,19,94,1424,266,0.442708,192,107,-0.272727,11,14,-0.500000,2,3,0.286121,0.105882,27,22,1662,1650-1674
Thomas - 1800 - Different plans for improving the Habour of Bristol_page_27_page_001.md,Tesseract,0.023831,0.116822,18,3,5,5,3,17,1091,214,0.750000,88,22,0.857143,21,3,0.500000,4,2,0.783239,0.041667,9,9,1800,1800-1824
Tryon - 1684 - Friendly advice to the gentle-man planters of the east and west indies_page_112_page_001.md,Tesseract,0.098039,0.439759,28,8,54,8,7,58,918,166,0.230769,78,60,0.468750,32,17,1.000000,1,0,0.336339,0.101796,17,17,1684,1675-1699
"Vaughan - 1612 - Approved directions for health, both naturall and artificiall deriued from the best physitians as we_page_41_page_001.md",Tesseract,0.735672,1.005698,404,327,758,65,45,243,2024,351,-0.129353,201,227,-0.518519,27,41,-1.000000,4,8,0.181965,0.150943,56,52,1612,1600-1624
Walwyn - 1646 - A word in season to all sorts of wel minded people in this miserably distracted and distempered nat_page_5_page_001.md,Tesseract,0.200798,0.551813,138,166,149,27,46,140,2256,386,0.150838,179,152,0.173913,23,19,-0.500000,2,3,0.222939,0.100817,37,37,1646,1625-1649
"Williams - 1750 - An essay on the bilious, or yellow fever of jamaica_page_28_page_001.md",Tesseract,0.085165,0.301527,25,44,55,15,8,56,1456,262,0.484127,126,65,0.490196,51,26,-1.000000,1,2,0.508008,0.063197,17,16,1750,1750-1774
Windham - 1804 - Facts better than arguments_page_99_page_001.md,Tesseract,0.035420,0.189744,36,0,7,11,1,25,1214,195,0.652174,92,32,0.666667,6,2,1.000000,1,0,0.669192,0.068293,14,13,1804,1800-1824
Woods - 1784 - Thoughts on the slavery of the negroes_page_1_page_001.md,Tesseract,0.048808,0.261745,14,0,29,7,1,31,881,149,0.513158,76,37,1.000000,3,0,1.000000,1,0,0.458182,0.019355,3,3,1784,1775-1799
"Worthington - 1620 - The ground of a Christians life Deliuered in a sermon at Harwood in Lancashire, the first day of Dec_page_22_page_001.md",Tesseract,0.275187,0.649412,227,133,301,30,33,213,2402,425,-0.068293,205,219,-0.428571,21,30,-0.500000,6,9,0.149271,0.104265,44,41,1620,1600-1624
Wright - 1777 - Description of the Jesuits bark tree of Jamaica and the Caribbes_page_3_page_001.md,Tesseract,0.074026,0.383721,10,0,47,3,0,30,770,86,0.607143,84,33,0.541667,24,11,1.000000,2,0,0.341356,0.033708,3,3,1777,1775-1799
Young - 1807 - The West-India Common-place Book_page_149_page_001.md,Tesseract,0.090129,0.331250,44,36,4,3,7,43,932,160,0.559322,118,52,0.781250,32,7,0.875000,64,8,0.553965,0.012821,2,2,1807,1800-1824
"Anonymous - 1643 - A briefe relation, abstracted out of severall letters, of a most hellish, cruell, and bloudy plot ag_page_3_page_001.md",EasyOCR,0.751110,0.942636,310,358,2039,2,60,546,3604,645,-0.249201,313,391,-0.101124,89,98,-14.500000,2,31,0.115533,0.085179,50,48,1643,1625-1649
"Anonymous - 1660 - By the merchants owners of ships and mariners, trading to His Majesties sugar-plantations_page_2_page_001.md",EasyOCR,0.275000,0.692913,224,144,237,40,26,198,2200,381,-0.147208,197,226,0.073684,95,88,1.000000,0,0,0.147325,0.106329,42,34,1660,1650-1674
"Anonymous - 1675 - Every woman her own midwife, or, A Compleat cabinet opened for child-bearing women furnished with di_page_53_page_001.md",EasyOCR,0.735032,0.959064,338,473,1988,12,65,579,3808,684,-0.160105,381,442,-0.256410,117,147,-13.333333,3,43,0.091395,0.095087,60,55,1675,1675-1699
"Anonymous - 1675 - The Accomplish'd lady's delight in preserving, physick, beautifying, and cookery containing I. the a_page_102_page_001.md",EasyOCR,0.781840,0.958861,132,153,1041,0,23,280,1696,316,-0.250000,164,205,-0.217391,69,84,-0.500000,8,12,0.074075,0.112628,33,30,1675,1675-1699
Anonymous - 1675 - The gentlewomans cabinet unlocked wherein is contained many excellent receipts for neat dressing of_page_8_page_001.md,EasyOCR,0.793054,1.044496,228,143,1296,29,0,417,2102,427,-0.864078,206,384,-0.106061,66,73,1.000000,0,0,0.016676,0.175439,80,67,1675,1675-1699
Anonymous - 1676 - Wonderful news from Bristol_page_5_page_001.md,EasyOCR,0.292373,0.657534,100,117,128,15,27,102,1180,219,-0.038835,103,107,0.000000,27,27,-7.000000,1,8,0.172566,0.077295,16,16,1676,1675-1699
