Filename,OCR System,CER,WER,Char Insertions,Char Deletions,Char Substitutions,Word Insertions,Word Deletions,Word Substitutions,Total Chars,Total Words,Significant Word Accuracy,Total Significant Words,Significant Word Errors,Capitalized Word Accuracy,Total Capitalized Words,Capitalized Word Errors,Number Group Accuracy,Total Number Groups,Number Group Errors,BLEU Score,Hallucination Rate,Total Hallucinated Words,Unique Hallucinated Words,Document Year,Age Group
Baker - 1775 - An essay on the art of making Moscavado sugar wherein a new process is proposed_page_1_page_001.md,Tesseract,0.128000,0.283388,135,6,67,26,1,60,1625,307,0.468085,141,75,0.700000,70,21,0.400000,5,3,0.563376,0.060241,20,18,1775,1775-1799
Banks - 1699 - The unhappy favourite_page_37_page_001.md,Tesseract,0.167488,0.464103,132,43,165,23,24,134,2030,390,0.264249,193,142,0.530864,81,38,-10.000000,1,11,0.317163,0.102828,40,32,1699,1675-1699
Barham - 1717 - A letter of that curious Naturalist Mr Henry Barham_page_1_page_001.md,Tesseract,0.216305,0.378007,247,11,71,41,3,66,1521,291,0.343066,137,90,0.343750,64,42,-2.500000,2,7,0.452450,0.085106,28,25,1717,1700-1724
Bishop - 1766 - Instructions and observations relative to the navigation of the windward and gulph passages_page_74_page_001.md,Tesseract,0.158864,0.326613,153,5,49,29,3,49,1303,248,0.500000,122,61,0.629032,62,23,0.200000,5,4,0.508668,0.058394,16,16,1766,1750-1774
Burroughs - 1659 - Rich Newes from Jamaica_page_4_page_001.md,Tesseract,0.434303,0.733728,55,235,143,8,42,74,997,169,-0.034884,86,89,0.212121,33,26,-2.000000,1,3,0.159613,0.133333,18,18,1659,1650-1674
"Cary - 1695 - An essay on the state of England in relation to its trade, its poor, and its taxes, for carrying on_page_51_page_001.md",Tesseract,0.176845,0.457831,271,13,133,61,4,125,2358,415,0.183784,185,151,0.304348,69,48,-4.000000,2,10,0.371278,0.078390,37,36,1695,1675-1699
Child - 1690 - A discourse about trade_page_175_page_001.md,Tesseract,0.151488,0.412371,76,4,88,17,0,63,1109,194,0.141176,85,73,0.333333,42,28,-0.200000,5,6,0.307018,0.080569,17,17,1690,1675-1699
Cotton - 1614 - Gods promise to his plantation_page_14_page_001.md,Tesseract,0.114641,0.386100,82,21,63,18,13,69,1448,259,0.401515,132,79,0.480000,25,13,-0.125000,8,9,0.437643,0.064394,17,17,1614,1600-1624
Cowley - 1739 - A description of the windward passage and gulf of florida_page_21_page_001.md,Tesseract,0.109664,0.312741,106,2,52,22,1,58,1459,259,0.422414,116,67,0.553571,56,25,-2.000000,1,3,0.476235,0.042857,12,10,1739,1725-1749
"Davison - 1621 - Dauisons poems, or, A poeticall rapsodie Deuided into sixe bookes. The first, contayning poems and d_page_73_page_001.md",Tesseract,0.293059,0.703601,243,155,172,34,58,162,1945,361,0.072464,207,192,-0.461538,26,38,-2.000000,2,6,0.155107,0.186944,63,55,1621,1600-1624
Dirom - 1783 - Thoughts on the state of the militia of jamaica_page_20_page_001.md,Tesseract,0.218069,0.541284,111,1,28,26,1,32,642,109,0.023810,42,41,0.538462,26,12,-2.000000,1,3,0.367386,0.104478,14,14,1783,1775-1799
"Edwards - 1798 - The history, civil and commercial, of the British colonies in the West Indies_page_211_page_001.md",Tesseract,0.121015,0.300752,129,3,54,25,0,55,1537,266,0.411765,119,70,0.384615,13,8,-0.500000,2,3,0.493505,0.058419,17,15,1798,1775-1799
F. M. - 1634 - Wits Common Wealth The Second Part_page_198_page_001.md,Tesseract,0.295767,0.762048,109,255,174,20,73,160,1819,332,-0.005882,170,171,-0.137931,29,33,0.142857,7,6,0.072457,0.164875,46,40,1634,1625-1649
"Fawconer - 1774 - The Sporting Calendar, containing an account of the plates, matches, andf sweepstakes_page_182_page_001.md",Tesseract,0.223798,0.545833,159,23,102,24,15,92,1269,240,0.438503,187,105,0.576923,78,33,0.593220,59,24,0.230286,0.072289,18,18,1774,1750-1774
Feltham - 1803 - A popular view of the structure and economy of the human body_page_230_page_001.md,Tesseract,0.088906,0.148305,113,0,4,26,0,9,1316,236,0.808696,115,22,0.666667,6,2,0.666667,9,3,0.815731,0.034351,9,9,1803,1800-1824
Fox - 1800 - An address to the people of Great Britain on the propriety of abstaining from West India Sugar and Rum_page_5_page_001.md,Tesseract,0.201010,0.501805,459,35,143,108,17,153,3169,554,0.125000,248,217,-0.263158,19,24,-1.333333,3,7,0.372981,0.082171,53,53,1800,1800-1824
Gadbury - 1672 - The Jamaica Almanack_page_4_page_001.md,Tesseract,0.247009,0.497449,280,108,190,72,14,109,2340,392,0.294686,207,146,0.302752,109,76,-0.666667,6,10,0.428998,0.084444,38,33,1672,1650-1674
Gisborne - 1792 - On slavery and the slave trade_page_1_page_001.md,Tesseract,0.126653,0.396887,98,6,78,18,6,78,1437,257,0.221239,113,88,0.000000,6,6,-2.000000,1,3,0.330981,0.074349,20,20,1792,1775-1799
Hamilton - 1718 - An answer to an Anonymous Libel_page_48_page_001.md,Tesseract,0.094549,0.232558,76,1,34,11,0,39,1174,215,0.527473,91,43,0.595238,42,17,-3.000000,1,4,0.611875,0.057522,13,12,1718,1700-1724
Harris - 1691 - Remarks on the affairs and trade of England and Ireland_page_45_page_001.md,Tesseract,0.165419,0.455823,329,10,125,79,16,132,2805,498,0.187500,224,182,0.475728,103,54,-0.666667,6,10,0.391968,0.121212,68,67,1691,1675-1699
Hayne - 1685 - An abstract of all the statutes made concerning aliens trading in England from the first-year of K._page_12_page_001.md,Tesseract,0.124511,0.327991,347,96,193,68,31,208,5108,936,0.473799,458,241,0.570213,235,101,-0.500000,8,12,0.489644,0.056526,55,50,1685,1675-1699
Hickeringill - 1705 - Jamaica Viewed_page_28_page_001.md,Tesseract,0.151227,0.408257,80,36,75,16,6,67,1263,218,0.345455,110,72,0.500000,56,28,-0.500000,2,3,0.354446,0.078947,18,18,1705,1700-1724
Hughes - 1750 - The Natural History of Barbados in Ten Books_page_211_page_001.md,Tesseract,0.103622,0.307229,125,17,64,32,2,68,1988,332,0.544444,180,82,0.578313,83,35,-5.000000,1,6,0.502669,0.071823,26,24,1750,1750-1774
"Ingram - 1744 - An essay, on the nature, cause, and seat of dysentery's, in a letter to Dr. Henry Warren of Barbados_page_35_page_001.md",Tesseract,0.262724,0.465116,146,9,36,29,0,31,727,129,0.224138,58,45,0.347826,23,15,-2.000000,1,3,0.438574,0.120253,19,17,1744,1725-1749
Janssen - 1713 - General Maxims in Trade_page_26_page_001.md,Tesseract,0.144628,0.470803,126,12,72,14,24,91,1452,274,0.188034,117,95,0.557692,52,23,-6.000000,1,7,0.305420,0.147727,39,36,1713,1700-1724
"Kent - 1687 - A choice manual, or Rare secrets in physick and chirurgery collected, & practised by the Right Hono_page_106_page_001.md",Tesseract,0.232262,0.522968,165,69,149,35,8,105,1649,283,0.135714,140,121,0.000000,36,36,-0.600000,5,8,0.260564,0.129032,40,33,1687,1675-1699
Leslie - 1740 - A new and exact account of Jamaica_page_184_page_001.md,Tesseract,0.194559,0.482456,161,14,61,41,7,62,1213,228,0.258929,112,83,0.569231,65,28,-0.200000,5,6,0.383030,0.110687,29,29,1740,1725-1749
Ligon - 1657 - A True and Exact history of the island of barbados_page_47_page_001.md,Tesseract,0.124665,0.416933,180,97,142,43,49,169,3361,626,0.330986,284,190,0.370370,54,34,-4.500000,2,11,0.398197,0.064516,40,37,1657,1650-1674
"Long - 1774 - The history of Jamaica, or, general survey of the antient and modern state of that island_page_1_page_001.md",Tesseract,0.116560,0.381974,168,16,144,36,10,132,2814,466,0.300926,216,151,-0.666667,6,10,-1.000000,4,8,0.399345,0.077236,38,36,1774,1750-1774
"Marnettè - 1656 - The perfect cook being the most exact directions for the making all kinds of pastes, with the perfec_page_97_page_001.md",Tesseract,0.244597,0.564304,268,74,122,41,37,137,1897,381,0.064706,170,159,-0.500000,14,21,-1.500000,2,5,0.254287,0.116883,45,43,1656,1650-1674
"Morley - 1653 - A Vindication of that righteous principle of the doctrine of Christ, called laying on of hands upon_page_26_page_001.md",Tesseract,0.222658,0.536300,293,68,150,43,31,155,2295,427,0.000000,179,179,-2.444444,9,31,-2.000000,3,9,0.261952,0.120729,53,50,1653,1650-1674
Moseley and Moseley - 1799 - A treatise on sugar_page_103_page_001.md,Tesseract,0.127323,0.356383,84,0,53,21,1,45,1076,188,0.517857,112,54,0.357143,14,9,0.200000,5,4,0.447699,0.038462,8,8,1799,1775-1799
"Mullinax - 1660 - Symplegades antrum, or the rumpant story impartially relating their tyrannical dealings, and clymacterial downfall_page_16_page_001.md",Tesseract,0.189092,0.507042,338,27,162,53,29,170,2787,497,0.301471,272,190,0.387097,93,57,-2.000000,2,6,0.310908,0.113244,59,58,1660,1650-1674
Norwood - 1753 - An account of some particulars_page_1_page_001.md,Tesseract,0.096552,0.334951,85,31,108,18,11,109,2320,412,0.404878,205,122,0.475000,40,21,0.545455,11,5,0.441127,0.069212,29,26,1753,1750-1774
Ogilby - 1671 - America_page_399_page_001.md,Tesseract,0.104063,0.315271,93,48,110,20,12,96,2412,406,0.472222,216,114,0.528571,70,33,0.000000,3,3,0.445637,0.045894,19,19,1671,1650-1674
Priestley - 1788 - A sermon on the subject of the slave trade_page_29_page_001.md,Tesseract,0.118980,0.313187,90,1,35,17,2,38,1059,182,0.483516,91,47,0.428571,7,4,-2.000000,1,3,0.486613,0.076142,15,14,1788,1775-1799
Prinsep - 1792 - The right in the West-India merchants to a double monopoly of the sugar market of Great Britain_page_1_page_001.md,Tesseract,0.191634,0.401099,152,11,34,31,2,40,1028,182,0.375000,88,55,0.375000,8,5,0.000000,5,5,0.449342,0.094787,20,20,1792,1775-1799
Prinsep - 1794 - Bengal Sugar. An account of the method and expence of cultivating the sugar-cane in Bengal_page_1_page_001.md,Tesseract,0.406593,0.959184,325,4,115,79,0,109,1092,196,-0.359223,103,140,-0.250000,12,15,-0.076923,13,14,0.103155,0.269091,74,70,1794,1775-1799
Purchas - 1614 - Purchas his pilgrimage_page_484_page_001.md,Tesseract,0.169023,0.452237,226,334,253,39,90,245,4810,827,0.317422,419,286,0.272727,77,56,0.125000,8,7,0.336670,0.059278,46,43,1614,1600-1624
"Robertson - 1736 - The speech of Mr John Talbot Campo-bell, a free christian negro to his countrymen in the mountains of jamaica_page_47_page_001.md",Tesseract,0.180228,0.358025,185,7,45,37,2,48,1315,243,0.297030,101,71,0.435897,39,22,-0.500000,2,3,0.490735,0.100719,28,28,1736,1725-1749
"Sheffeild - 1650 - A good conscience the strongest hold. A treatise of conscience, handling the nature acts offices use_page_109_page_001.md",Tesseract,0.386654,0.697842,465,499,276,79,90,219,3207,556,-0.013333,300,304,0.063492,63,59,0.000000,14,14,0.191326,0.137615,75,72,1650,1650-1674
"Spire - 1698 - The natures, uses, & doses of several approved and experienced medicines, faithfully prepared by Joh_page_7_page_001.md",Tesseract,0.316981,0.616883,304,342,194,67,62,156,2650,462,0.204724,254,202,0.325397,126,85,0.500000,22,11,0.296707,0.124197,58,55,1698,1675-1699
Starkey - 1658 - Natures explication and Helmont's vindication. Or A short and sure way to a long and sound life bei_page_101_page_001.md,Tesseract,0.387039,0.818182,314,95,242,51,16,167,1682,286,-0.280822,146,187,0.018182,55,54,-2.500000,2,7,0.111808,0.224299,72,70,1658,1650-1674
"Stow - 1633 - The survey of London containing the original, increase, modern estate and government of that city, m_page_250_page_001.md",Tesseract,0.248915,0.585647,705,809,722,144,142,579,8983,1477,0.219512,820,640,0.303704,405,282,-0.200000,15,18,0.279936,0.088573,131,116,1633,1625-1649
"Stubbe - 1662 - The Indian Nectar, or a discourse concerning chocolata_page_105_page_001.md",Tesseract,0.181180,0.496241,129,44,85,20,18,94,1424,266,0.406250,192,114,-0.545455,11,17,-2.000000,2,6,0.285061,0.115672,31,26,1662,1650-1674
Thomas - 1800 - Different plans for improving the Habour of Bristol_page_27_page_001.md,Tesseract,0.103575,0.177570,105,3,5,18,3,17,1091,214,0.670455,88,29,0.666667,21,7,-0.250000,4,5,0.740377,0.052402,12,12,1800,1800-1824
Tryon - 1684 - Friendly advice to the gentle-man planters of the east and west indies_page_112_page_001.md,Tesseract,0.213508,0.536145,134,8,54,24,6,59,918,166,0.115385,78,69,0.406250,32,19,-2.000000,1,3,0.309115,0.119565,22,22,1684,1675-1699
"Vaughan - 1612 - Approved directions for health, both naturall and artificiall deriued from the best physitians as we_page_41_page_001.md",Tesseract,0.769763,1.028490,505,291,762,62,22,277,2024,351,-0.159204,201,233,-0.592593,27,43,-1.500000,4,10,0.174589,0.150895,59,54,1612,1600-1624
Walwyn - 1646 - A word in season to all sorts of wel minded people in this miserably distracted and distempered nat_page_5_page_001.md,Tesseract,0.259752,0.611399,272,166,148,50,46,140,2256,386,0.089385,179,163,0.130435,23,20,-2.000000,2,6,0.223472,0.110256,43,43,1646,1625-1649
"Williams - 1750 - An essay on the bilious, or yellow fever of jamaica_page_28_page_001.md",Tesseract,0.146291,0.358779,114,44,55,30,8,56,1456,262,0.428571,126,72,0.470588,51,27,-4.000000,1,5,0.481637,0.077465,22,21,1750,1750-1774
Windham - 1804 - Facts better than arguments_page_99_page_001.md,Tesseract,0.088138,0.235897,100,0,7,20,1,25,1214,195,0.597826,92,37,0.333333,6,4,-2.000000,1,3,0.640849,0.074766,16,15,1804,1800-1824
Woods - 1784 - Thoughts on the slavery of the negroes_page_1_page_001.md,Tesseract,0.130533,0.342282,86,0,29,19,1,31,881,149,0.447368,76,42,0.333333,3,2,-2.000000,1,3,0.424959,0.023952,4,4,1784,1775-1799
"Worthington - 1620 - The ground of a Christians life Deliuered in a sermon at Harwood in Lancashire, the first day of Dec_page_22_page_001.md",Tesseract,0.295587,0.672941,286,51,373,39,18,229,2402,425,-0.107317,205,227,-0.714286,21,36,-1.000000,6,12,0.143472,0.109865,49,45,1620,1600-1624
Wright - 1777 - Description of the Jesuits bark tree of Jamaica and the Caribbes_page_3_page_001.md,Tesseract,0.202597,0.569767,109,0,47,19,0,30,770,86,0.511905,84,41,0.333333,24,16,-0.500000,2,3,0.288579,0.123810,13,11,1777,1775-1799
Young - 1807 - The West-India Common-place Book_page_149_page_001.md,Tesseract,0.163090,0.387500,112,36,4,12,7,43,932,160,0.516949,118,57,0.656250,32,11,0.828125,64,11,0.537066,0.018182,3,3,1807,1800-1824
"Anonymous - 1643 - A briefe relation, abstracted out of severall letters, of a most hellish, cruell, and bloudy plot ag_page_3_page_001.md",EasyOCR,0.779689,0.945736,388,289,2133,2,37,571,3604,645,-0.290735,313,404,-0.112360,89,99,-16.000000,2,34,0.117037,0.088525,54,52,1643,1625-1649
"Anonymous - 1660 - By the merchants owners of ships and mariners, trading to His Majesties sugar-plantations_page_2_page_001.md",EasyOCR,0.325455,0.721785,346,139,231,57,25,193,2200,381,-0.167513,197,230,0.052632,95,90,1.000000,0,0,0.162494,0.104116,43,35,1660,1650-1674
"Anonymous - 1675 - Every woman her own midwife, or, A Compleat cabinet opened for child-bearing women furnished with di_page_53_page_001.md",EasyOCR,0.769958,0.969298,474,470,1988,0,32,631,3808,684,-0.191601,381,454,-0.273504,117,149,-14.333333,3,46,0.091838,0.105828,69,64,1675,1675-1699
"Anonymous - 1675 - The Accomplish'd lady's delight in preserving, physick, beautifying, and cookery containing I. the a_page_102_page_001.md",EasyOCR,0.826061,0.977848,241,122,1038,2,6,301,1696,316,-0.323171,164,217,-0.260870,69,87,-0.875000,8,15,0.074935,0.118590,37,34,1675,1675-1699
Anonymous - 1675 - The gentlewomans cabinet unlocked wherein is contained many excellent receipts for neat dressing of_page_8_page_001.md,EasyOCR,0.830549,1.084507,317,76,1347,52,1,409,2095,426,-0.950980,204,398,-0.104478,67,74,1.000000,0,0,0.017020,0.182390,87,74,1675,1675-1699
