Filename,OCR System,CER,WER,Char Insertions,Char Deletions,Char Substitutions,Word Insertions,Word Deletions,Word Substitutions,Total Chars,Total Words,Significant Word Accuracy,Total Significant Words,Significant Word Errors,Capitalized Word Accuracy,Total Capitalized Words,Capitalized Word Errors,Number Group Accuracy,Total Number Groups,Number Group Errors,BLEU Score,Hallucination Rate,Total Hallucinated Words,Unique Hallucinated Words,Document Year,Age Group
Anonymous - 1740 - A letter from a gentleman at barbados to his friend now in London_page_25_page_001.md,Tesseract,0.039514,0.180258,2,3,47,0,3,39,1316,233,0.648649,111,39,0.787234,47,10,1,3,0,0.601293,0.013043,3,3,1740,1725-1749
"Anonymous - 1743 - Acts of Assembly passed in the Island of Jamaica from 1681, to 1737, inclusive_page_118_page_001.md",Tesseract,0.139263,0.316764,352,257,188,93,49,183,5723,1026,0.486922,497,255,0.643098,297,106,-1,2,4,0.52031,0.037383,40,34,1743,1725-1749
Anonymous - 1744 - Reasons against the bill now depending in parliament intitled a bill for inlarging and regulating the trade to the levant seas_page_6_page_001.md,Tesseract,0.07906,0.304837,90,89,208,21,30,220,4895,889,0.365714,350,222,0.49162,179,91,0,1,1,0.467565,0.067045,59,51,1744,1725-1749
Anonymous - 1746 - An essay concerning slavery and the danger Jamaica is expos'd too from the too great number of slaves_page_41_page_001.md,Tesseract,0.062063,0.275701,27,5,39,6,3,50,1144,214,0.53271,107,50,0.744186,43,11,1,2,0,0.48918,0.078341,17,17,1746,1725-1749
Anonymous - 1752 - The art of making sugar_page_1_page_001.md,Tesseract,0.112782,0.355263,19,140,141,9,20,133,2660,456,0.439834,241,135,0.357143,14,9,-1,3,6,0.387531,0.062921,28,25,1752,1750-1774
Anonymous - 1753 - An accurate description of the cacao-tree_page_2_page_001.md,Tesseract,0.062005,0.306954,13,34,86,3,26,99,2145,417,0.478947,190,99,0.578947,38,16,0.928571,14,1,0.486961,0.048223,19,17,1753,1750-1774
Anonymous - 1757 - The Jamaica Association Develop'd_page_14_page_001.md,Tesseract,0.050975,0.275556,11,3,54,4,2,56,1334,225,0.485714,105,54,0.568627,51,22,0,1,1,0.467025,0.057269,13,11,1757,1750-1774
Anonymous - 1764 - Astronomical Observations Made at the Island of Barbados; At Willoughby Fort_page_1_page_001.md,Tesseract,0.045426,0.224561,8,6,58,4,1,59,1585,285,0.631902,163,60,0.649123,57,20,0.842105,19,3,0.547313,0.034722,10,9,1764,1750-1774
Anonymous - 1766 - The privileges of the island of jamaica vindicated_page_64_page_001.md,Tesseract,0.084781,0.285714,35,8,79,11,3,62,1439,266,0.487805,123,63,0.785714,14,3,0,2,2,0.486822,0.065693,18,15,1766,1750-1774
"Anonymous - 1768 - An act for vesting the settled estate of william nedham, esquire, in the island of Jamaica, in trustees for the purposes therein mentioned_page_7_page_001.md",Tesseract,0.048899,0.243902,15,6,110,3,3,104,2679,451,0.545455,231,105,0.678571,140,45,0,1,1,0.501124,0.02439,11,10,1768,1750-1774
Anonymous - 1768 - Letters from a farmer in pennsylvania_page_74_page_001.md,Tesseract,0.166213,0.434028,47,66,131,7,13,105,1468,288,0.340741,135,89,0.25,4,3,-1,1,2,0.31389,0.148936,42,41,1768,1750-1774
Anonymous - 1789 - Notes on the two reports from the committee of the honourable house of assembly of Jamaica_page_32_page_001.md,Tesseract,0.107634,0.410788,43,46,52,16,20,63,1310,241,0.551724,116,52,0.857143,28,4,0.666667,12,4,0.323659,0.029536,7,3,1789,1775-1799
Anonymous - 1792 - Bristol an abstract of the city charter_page_32_page_001.md,Tesseract,0.046468,0.18593,8,1,41,2,1,34,1076,199,0.652174,92,32,0.714286,28,8,0,1,1,0.604501,0.025,5,5,1792,1775-1799
Anonymous - 1792 - Plain man's thoughts on the present price of sugar_page_15_page_001.md,Tesseract,0.051128,0.213043,5,15,48,0,4,45,1330,230,0.585586,111,46,0.666667,9,3,0,2,2,0.549621,0.035398,8,7,1792,1775-1799
"Anonymous - 1793 - Memoir, on the sugar-trade of the British colonies_page_1_page_001.md",Tesseract,0.006579,0.045113,2,0,3,2,0,4,760,133,0.921875,64,5,0.857143,7,1,1,1,0,0.926586,0.014815,2,2,1793,1775-1799
Anonymous - 1800 - Cushoo A dialogue between a negro and an english gentleman_page_7_page_001.md,Tesseract,0.184089,0.436066,215,16,49,52,8,73,1521,305,0.45,180,99,0.382979,47,29,-6,1,7,0.446686,0.123209,43,42,1800,1800-1824
Anonymous - 1803 - Practical Rules for the management and medical treatment of negro slaves in the sugar colonies_page_243_page_001.md,Tesseract,0.000754,0.008772,1,0,0,1,0,1,1327,228,0.990566,106,1,1,2,0,1,1,0,0.984578,0,0,0,1803,1800-1824
"Anonymous and Company - 1691 - A list of the names of all the adventurers in the stock of the honourable the East-India-Company, th_page_9_page_001.md",Tesseract,0.055287,0.235839,63,52,194,26,12,191,5589,971,0.589404,453,186,0.714953,214,61,-0.333333,3,4,0.561177,0.039594,39,37,1691,1675-1699
"Anonymous and Kilkenny - 1643 - Orders establisht in the popish generall assembly, held (under the specious pretence of supreme auth_page_5_page_001.md",Tesseract,0.118718,0.342857,130,145,188,18,43,167,3900,665,0.403077,325,194,0.455446,101,55,0.6,10,4,0.470192,0.040625,26,22,1643,1625-1649
Baker - 1775 - An essay on the art of making Moscavado sugar wherein a new process is proposed_page_1_page_001.md,Tesseract,0.051988,0.182692,12,6,67,2,2,53,1635,312,0.630137,146,54,0.771429,70,16,1,5,0,0.649154,0.019231,6,4,1775,1775-1799
Banks - 1699 - The unhappy favourite_page_37_page_001.md,Tesseract,0.140394,0.44359,83,50,152,15,24,134,2030,390,0.284974,193,138,0.54321,81,37,-7,1,8,0.316769,0.102362,39,31,1699,1675-1699
Barham - 1717 - A letter of that curious Naturalist Mr Henry Barham_page_1_page_001.md,Tesseract,0.058473,0.252396,11,16,71,7,5,67,1676,313,0.54902,153,69,0.542857,70,32,0,3,3,0.534672,0.050794,16,13,1717,1700-1724
Bishop - 1766 - Instructions and observations relative to the navigation of the windward and gulph passages_page_74_page_001.md,Tesseract,0.053313,0.229249,16,5,49,8,5,45,1313,253,0.640625,128,46,0.693548,62,19,0.8,5,1,0.572373,0.027344,7,7,1766,1750-1774
Burroughs - 1659 - Rich Newes from Jamaica_page_4_page_001.md,Tesseract,0.451837,0.741379,49,300,106,8,56,65,1007,174,0.032967,91,88,0.242424,33,25,1,1,0,0.150904,0.134921,17,17,1659,1650-1674
"Cary - 1695 - An essay on the state of England in relation to its trade, its poor, and its taxes, for carrying on_page_51_page_001.md",Tesseract,0.0972,0.320628,28,45,170,8,7,128,2500,446,0.457944,214,116,0.5375,80,37,-1,3,6,0.464439,0.058166,26,25,1695,1675-1699
Child - 1690 - A discourse about trade_page_175_page_001.md,Tesseract,0.092857,0.325,7,5,92,2,0,63,1120,200,0.307692,91,63,0.333333,42,28,0.4,5,3,0.341,0.054455,11,11,1690,1675-1699
Cotton - 1614 - Gods promise to his plantation_page_14_page_001.md,Tesseract,0.068801,0.289963,12,37,52,5,20,53,1468,269,0.574468,141,60,0.56,25,11,0.25,8,6,0.511824,0.027559,7,7,1614,1600-1624
Cowley - 1739 - A description of the windward passage and gulf of florida_page_21_page_001.md,Tesseract,0.040218,0.220532,5,2,52,3,1,54,1467,263,0.566667,120,52,0.607143,56,22,1,1,0,0.544255,0.018868,5,3,1739,1725-1749
"Davison - 1621 - Dauisons poems, or, A poeticall rapsodie Deuided into sixe bookes. The first, contayning poems and d_page_73_page_001.md",Tesseract,0.269063,0.65873,115,278,161,15,77,157,2059,378,0.140909,220,189,-0.083333,36,39,0,3,3,0.167755,0.177215,56,49,1621,1600-1624
Dirom - 1783 - Thoughts on the state of the militia of jamaica_page_20_page_001.md,Tesseract,0.078462,0.345133,21,1,29,8,1,30,650,113,0.369565,46,29,0.653846,26,9,0,1,1,0.462608,0.075,9,9,1783,1775-1799
"Edwards - 1798 - The history, civil and commercial, of the British colonies in the West Indies_page_211_page_001.md",Tesseract,0.038089,0.191176,2,3,54,1,0,51,1549,272,0.592,125,51,0.769231,13,3,1,2,0,0.579855,0.03663,10,8,1798,1775-1799
F. M. - 1634 - Wits Common Wealth The Second Part_page_198_page_001.md,Tesseract,0.281618,0.713483,17,367,166,2,91,161,1953,356,0.073684,190,176,0.125,40,35,0.625,8,3,0.06772,0.157303,42,36,1634,1625-1649
"Fawconer - 1774 - The Sporting Calendar, containing an account of the plates, matches, andf sweepstakes_page_182_page_001.md",Tesseract,0.126672,0.473029,34,24,103,6,15,93,1271,241,0.5,188,94,0.615385,78,30,0.610169,59,23,0.238305,0.060345,14,14,1774,1750-1774
Feltham - 1803 - A popular view of the structure and economy of the human body_page_230_page_001.md,Tesseract,0.006782,0.033058,4,1,4,3,0,5,1327,242,0.958333,120,5,1,6,0,1,9,0,0.932826,0,0,0,1803,1800-1824
Fox - 1800 - An address to the people of Great Britain on the propriety of abstaining from West India Sugar and Rum_page_5_page_001.md,Tesseract,0.147975,0.414634,288,39,148,74,27,137,3210,574,0.313208,265,182,0.105263,19,17,-0.666667,3,5,0.430992,0.057971,36,36,1800,1800-1824
Gadbury - 1672 - The Jamaica Almanack_page_4_page_001.md,Tesseract,0.22208,0.465823,221,111,189,62,15,107,2346,395,0.333333,210,140,0.33945,109,72,-0.333333,6,8,0.446807,0.081448,36,31,1672,1650-1674
Gisborne - 1792 - On slavery and the slave trade_page_1_page_001.md,Tesseract,0.072564,0.316794,21,6,78,2,6,75,1447,262,0.350427,117,76,0.166667,6,5,1,1,0,0.375643,0.062016,16,16,1792,1775-1799
Hamilton - 1718 - An answer to an Anonymous Libel_page_48_page_001.md,Tesseract,0.033051,0.16055,3,3,33,0,3,32,1180,218,0.659574,94,32,0.690476,42,13,0,1,1,0.670581,0.013953,3,3,1718,1700-1724
Harris - 1691 - Remarks on the affairs and trade of England and Ireland_page_45_page_001.md,Tesseract,0.126815,0.398422,221,11,126,58,19,125,2823,507,0.288793,232,165,0.543689,103,47,-0.166667,6,7,0.421703,0.104396,57,56,1691,1675-1699
Hayne - 1685 - An abstract of all the statutes made concerning aliens trading in England from the first-year of K._page_12_page_001.md,Tesseract,0.071115,0.266321,77,97,199,19,33,205,5245,965,0.576446,484,205,0.644898,245,87,0.111111,9,8,0.519218,0.042061,40,36,1685,1675-1699
Hickeringill - 1705 - Jamaica Viewed_page_28_page_001.md,Tesseract,0.101176,0.34375,16,40,73,4,7,66,1275,224,0.434783,115,65,0.553571,56,25,1,2,0,0.3915,0.067873,15,15,1705,1700-1724
Hughes - 1750 - The Natural History of Barbados in Ten Books_page_211_page_001.md,Tesseract,0.060743,0.257485,40,17,64,17,2,67,1992,334,0.604396,182,72,0.662651,83,28,-2,1,3,0.53426,0.051576,18,16,1750,1750-1774
"Ingram - 1744 - An essay, on the nature, cause, and seat of dysentery's, in a letter to Dr. Henry Warren of Barbados_page_35_page_001.md",Tesseract,0.075034,0.25,7,12,36,2,0,31,733,132,0.508197,61,30,0.565217,23,10,1,1,0,0.531412,0.052239,7,6,1744,1725-1749
Janssen - 1713 - General Maxims in Trade_page_26_page_001.md,Tesseract,0.1,0.42446,60,14,72,5,28,85,1460,278,0.297521,121,85,0.692308,52,16,-3,1,4,0.309354,0.137255,35,32,1713,1700-1724
"Kent - 1687 - A choice manual, or Rare secrets in physick and chirurgery collected, & practised by the Right Hono_page_106_page_001.md",Tesseract,0.204367,0.466019,20,195,150,7,28,109,1786,309,0.259259,162,120,0.108696,46,41,0,6,6,0.265612,0.118056,34,27,1687,1675-1699
Leslie - 1740 - A new and exact account of Jamaica_page_184_page_001.md,Tesseract,0.135357,0.406926,90,20,55,27,8,59,1219,231,0.365217,115,73,0.630769,65,24,0.2,5,4,0.420063,0.088,22,22,1740,1725-1749
Ligon - 1657 - A True and Exact history of the island of barbados_page_47_page_001.md,Tesseract,0.096593,0.375987,85,101,140,27,55,156,3375,633,0.405498,291,173,0.425926,54,31,-3,2,8,0.409395,0.05124,31,28,1657,1650-1674
"Long - 1774 - The history of Jamaica, or, general survey of the antient and modern state of that island_page_1_page_001.md",Tesseract,0.065585,0.301255,24,16,146,4,11,129,2836,478,0.435556,225,127,-0.333333,6,8,-0.25,4,5,0.441543,0.050955,24,24,1774,1750-1774
"Marnettè - 1656 - The perfect cook being the most exact directions for the making all kinds of pastes, with the perfec_page_97_page_001.md",Tesseract,0.129336,0.470297,26,91,144,0,42,148,2018,404,0.248677,189,142,0.166667,24,20,0.666667,3,1,0.249488,0.093923,34,32,1656,1650-1674
"Morley - 1653 - A Vindication of that righteous principle of the doctrine of Christ, called laying on of hands upon_page_26_page_001.md",Tesseract,0.204564,0.498911,144,213,145,21,63,145,2454,459,0.140777,206,177,0.318182,22,15,-0.75,4,7,0.305127,0.086331,36,33,1653,1650-1674
Moseley and Moseley - 1799 - A treatise on sugar_page_103_page_001.md,Tesseract,0.063021,0.289474,12,0,56,7,0,48,1079,190,0.587719,114,47,0.5,14,7,0.8,5,1,0.481701,0.030457,6,6,1799,1775-1799
"Mullinax - 1660 - Symplegades antrum, or the rumpant story impartially relating their tyrannical dealings, and clymacterial downfall_page_16_page_001.md",Tesseract,0.090534,0.420233,72,31,160,18,30,168,2905,514,0.423077,286,165,0.576923,104,44,0,3,3,0.34762,0.093625,47,46,1660,1650-1674
Norwood - 1753 - An account of some particulars_page_1_page_001.md,Tesseract,0.062982,0.28401,6,32,109,1,11,107,2334,419,0.488263,213,109,0.525,40,19,0.818182,11,2,0.463008,0.061125,25,22,1753,1750-1774
Ogilby - 1671 - America_page_399_page_001.md,Tesseract,0.083746,0.288835,41,52,110,8,12,99,2424,412,0.511211,223,109,0.557143,70,31,0.666667,3,1,0.454614,0.041667,17,17,1671,1650-1674
Priestley - 1788 - A sermon on the subject of the slave trade_page_29_page_001.md,Tesseract,0.03662,0.205405,3,1,35,0,2,36,1065,185,0.617021,94,36,0.571429,7,3,1,1,0,0.545208,0.04918,9,8,1788,1775-1799
Prinsep - 1792 - The right in the West-India merchants to a double monopoly of the sugar market of Great Britain_page_1_page_001.md,Tesseract,0.053846,0.234043,9,11,36,4,3,37,1040,188,0.606383,94,37,0.875,8,1,0.6,5,2,0.566623,0.058201,11,11,1792,1775-1799
Prinsep - 1794 - Bengal Sugar. An account of the method and expence of cultivating the sugar-cane in Bengal_page_1_page_001.md,Tesseract,0.301095,0.858586,196,5,129,57,0,113,1096,198,-0.228571,105,129,0.083333,12,11,0.076923,13,12,0.1098,0.27451,70,66,1794,1775-1799
Purchas - 1614 - Purchas his pilgrimage_page_484_page_001.md,Tesseract,0.156198,0.434679,154,352,250,27,101,238,4840,842,0.359447,434,278,0.298701,77,54,0.125,8,7,0.336276,0.053385,41,38,1614,1600-1624
"Robertson - 1736 - The speech of Mr John Talbot Campo-bell, a free christian negro to his countrymen in the mountains of jamaica_page_47_page_001.md",Tesseract,0.056433,0.212,23,7,45,7,3,43,1329,250,0.559633,109,48,0.666667,39,13,1,2,0,0.594896,0.043307,11,11,1736,1725-1749
"Sheffeild - 1650 - A good conscience the strongest hold. A treatise of conscience, handling the nature acts offices use_page_109_page_001.md",Tesseract,0.374028,0.677474,352,661,237,65,127,205,3342,586,0.091743,327,297,0.082192,73,67,0.133333,15,13,0.198653,0.124046,65,62,1650,1650-1674
"Spire - 1698 - The natures, uses, & doses of several approved and experienced medicines, faithfully prepared by Joh_page_7_page_001.md",Tesseract,0.220223,0.509202,60,361,191,27,69,153,2779,489,0.377698,278,173,0.455882,136,74,0.652174,23,8,0.310526,0.091723,41,38,1698,1675-1699
Starkey - 1658 - Natures explication and Helmont's vindication. Or A short and sure way to a long and sound life bei_page_101_page_001.md,Tesseract,0.310818,0.679245,112,169,285,12,32,172,1821,318,0,175,175,0.092308,65,59,0,3,3,0.159588,0.184564,55,53,1658,1650-1674
"Stow - 1633 - The survey of London containing the original, increase, modern estate and government of that city, m_page_250_page_001.md",Tesseract,0.236236,0.542438,471,972,741,100,209,541,9245,1567,0.3134,903,620,0.326923,416,280,0.0625,16,15,0.289587,0.063786,93,79,1633,1625-1649
"Stubbe - 1662 - The Indian Nectar, or a discourse concerning chocolata_page_105_page_001.md",Tesseract,0.114365,0.442804,33,49,82,7,23,90,1434,271,0.477157,197,103,-0.272727,11,14,-0.5,2,3,0.305151,0.094118,24,19,1662,1650-1674
Thomas - 1800 - Different plans for improving the Habour of Bristol_page_27_page_001.md,Tesseract,0.018232,0.087558,12,3,5,2,3,14,1097,217,0.824176,91,16,0.857143,21,3,0.5,4,2,0.821319,0.032407,7,7,1800,1800-1824
Tryon - 1684 - Friendly advice to the gentle-man planters of the east and west indies_page_112_page_001.md,Tesseract,0.090323,0.406977,17,9,58,2,7,61,930,172,0.337209,86,57,0.46875,32,17,1,1,0,0.338701,0.083832,14,14,1684,1675-1699
"Vaughan - 1612 - Approved directions for health, both naturall and artificiall deriued from the best physitians as we_page_41_page_001.md",Tesseract,0.728994,0.965789,383,448,748,3,12,352,2166,380,-0.061404,228,242,-0.105263,38,42,-0.6,5,8,0.229802,0.121294,45,41,1612,1600-1624
Walwyn - 1646 - A word in season to all sorts of wel minded people in this miserably distracted and distempered nat_page_5_page_001.md,Tesseract,0.228512,0.532688,121,278,146,22,68,130,2385,413,0.216749,203,159,0.212121,33,26,0,3,3,0.240483,0.079019,29,29,1646,1625-1649
"Williams - 1750 - An essay on the bilious, or yellow fever of jamaica_page_28_page_001.md",Tesseract,0.084016,0.289474,20,47,56,12,9,56,1464,266,0.515385,130,63,0.490196,51,26,-1,1,2,0.512675,0.055762,15,14,1750,1750-1774
Windham - 1804 - Facts better than arguments_page_99_page_001.md,Tesseract,0.021104,0.127451,18,0,8,4,3,19,1232,204,0.811881,101,19,0.666667,6,2,1,1,0,0.744561,0.043902,9,9,1804,1800-1824
Woods - 1784 - Thoughts on the slavery of the negroes_page_1_page_001.md,Tesseract,0.034714,0.180645,2,0,29,1,1,26,893,155,0.682927,82,26,1,3,0,1,1,0,0.568907,0.006452,1,1,1784,1775-1799
"Worthington - 1620 - The ground of a Christians life Deliuered in a sermon at Harwood in Lancashire, the first day of Dec_page_22_page_001.md",Tesseract,0.24558,0.6,156,205,264,23,61,192,2545,460,0.126582,237,207,0.258065,31,23,-0.111111,9,10,0.185173,0.080569,34,31,1620,1600-1624
Wright - 1777 - Description of the Jesuits bark tree of Jamaica and the Caribbes_page_3_page_001.md,Tesseract,0.065722,0.337079,4,0,47,0,0,30,776,89,0.655172,87,30,0.541667,24,11,1,2,0,0.368187,0.022472,2,2,1777,1775-1799
Young - 1807 - The West-India Common-place Book_page_149_page_001.md,Tesseract,0.088865,0.322981,42,36,5,2,7,43,934,161,0.571429,119,51,0.75,32,8,0.875,64,8,0.556755,0.00641,1,1,1807,1800-1824
"Anonymous - 1643 - A briefe relation, abstracted out of severall letters, of a most hellish, cruell, and bloudy plot ag_page_3_page_001.md",EasyOCR,0.736842,0.937126,271,439,2034,0,81,545,3724,668,-0.156156,333,385,-0.020202,99,101,-9,3,30,0.132403,0.07155,42,40,1643,1625-1649
"Anonymous - 1660 - By the merchants owners of ships and mariners, trading to His Majesties sugar-plantations_page_2_page_001.md",EasyOCR,0.206704,0.602469,99,146,236,19,29,196,2327,405,0.055046,218,206,0.299065,107,75,-13,1,14,0.185228,0.081013,32,24,1660,1650-1674
"Anonymous - 1675 - Every woman her own midwife, or, A Compleat cabinet opened for child-bearing women furnished with di_page_53_page_001.md",EasyOCR,0.732265,0.951977,300,560,2020,2,79,593,3933,708,-0.077307,401,432,-0.07874,127,137,-9.5,4,42,0.112481,0.079239,50,45,1675,1675-1699
"Anonymous - 1675 - The Accomplish'd lady's delight in preserving, physick, beautifying, and cookery containing I. the a_page_102_page_001.md",EasyOCR,0.747658,0.961424,393,533,431,0,44,280,1815,337,-0.137363,182,207,-0.113924,79,88,-0.333333,9,12,0.082944,0.09215,27,25,1675,1675-1699
Anonymous - 1675 - The gentlewomans cabinet unlocked wherein is contained many excellent receipts for neat dressing of_page_8_page_001.md,EasyOCR,0.742212,0.979821,196,224,1224,12,2,423,2215,446,-0.671171,222,371,0.105263,76,68,-75,1,76,0.048711,0.157895,72,59,1675,1675-1699
Anonymous - 1676 - Wonderful news from Bristol_page_5_page_001.md,EasyOCR,0.282718,0.64,95,124,118,13,31,100,1192,225,0.027523,109,106,0,27,27,-7,1,8,0.181879,0.067633,14,14,1676,1675-1699
Anonymous - 1677 - The Case of His Majesties Plantations_page_3_page_001.md,EasyOCR,0.161534,0.440514,88,97,93,22,23,92,1721,311,0.329032,155,104,0.487179,78,40,-0.333333,6,8,0.315164,0.070968,22,22,1677,1675-1699
