Filename,OCR System,CER,WER,Char Insertions,Char Deletions,Char Substitutions,Word Insertions,Word Deletions,Word Substitutions,Total Chars,Total Words,Significant Word Accuracy,Total Significant Words,Significant Word Errors,Capitalized Word Accuracy,Total Capitalized Words,Capitalized Word Errors,Number Group Accuracy,Total Number Groups,Number Group Errors,BLEU Score,Hallucination Rate,Total Hallucinated Words,Unique Hallucinated Words,Document Year,Age Group
Anonymous - 1710 - Whereas the Queen has been pleased to direct_page_1.md,OlmOCR-Ensemble,0.082997,0.238356,40,93,52,14,17,56,2229,365,0.643243,185,66,0.600000,130,52,0.222222,9,7,0.632398,0.055249,20,16,1710,1700-1724
"Anonymous - 1712 - Some considerations humbly offered, against Granting the Sole TRade to Guiny from cape blanco to cape lopez_page_1.md",OlmOCR-Ensemble,0.006248,0.019017,1,18,3,0,5,7,3521,631,0.967509,277,9,0.962733,161,6,0.600000,5,2,0.964951,0.003195,2,2,1712,1700-1724
Anonymous - 1716 - A True Account of the late pyracies of Jamaica_page_19.md,OlmOCR-Ensemble,0.033962,0.099010,6,21,9,2,7,11,1060,202,0.873563,87,11,0.844444,45,7,0.500000,4,2,0.840951,0.020305,4,4,1716,1700-1724
Anonymous - 1721 - The unhappy voyage_page_1.md,OlmOCR-Ensemble,0.118660,0.211740,148,128,344,22,20,160,5225,954,0.704591,501,148,0.665441,272,91,0.500000,4,2,0.653896,0.075314,72,65,1721,1700-1724
Anonymous - 1726 - The State of the Island of Jamaica_page_41.md,OlmOCR-Ensemble,0.059516,0.076087,3,85,8,0,15,6,1613,276,0.894366,142,15,0.910256,78,7,0.250000,4,3,0.884480,0.007663,2,2,1726,1725-1749
Anonymous - 1728 - Some observations on the Assiento Trade_page_22.md,OlmOCR-Ensemble,0.006986,0.022792,0,9,5,0,3,5,2004,351,0.961290,155,6,0.937500,80,5,0.666667,3,1,0.955463,0.002874,1,1,1728,1725-1749
Anonymous - 1732 - Some considerations touching the sugar colonies_page_1.md,OlmOCR-Ensemble,0.013629,0.043243,0,26,1,0,12,4,1981,370,0.971098,173,5,0.933333,75,5,0.666667,3,1,0.910705,0.005587,2,2,1732,1725-1749
Anonymous - 1740 - A letter from a gentleman at barbados to his friend now in London_page_25.md,OlmOCR-Ensemble,0.008449,0.030973,0,9,2,0,3,4,1302,226,0.951923,104,5,0.936170,47,3,0.666667,3,1,0.941777,0.004484,1,1,1740,1725-1749
"Anonymous - 1743 - Acts of Assembly passed in the Island of Jamaica from 1681, to 1737, inclusive_page_118.md",OlmOCR-Ensemble,0.123223,0.166831,341,328,33,51,69,49,5697,1013,0.766046,483,113,0.784512,297,64,0.000000,2,2,0.811551,0.035176,35,32,1743,1725-1749
Anonymous - 1744 - Reasons against the bill now depending in parliament intitled a bill for inlarging and regulating the trade to the levant seas_page_6.md,OlmOCR-Ensemble,0.006969,0.024972,6,16,12,1,6,15,4879,881,0.953353,343,16,0.905028,179,17,0.000000,1,1,0.949169,0.010274,9,9,1744,1725-1749
Anonymous - 1746 - An essay concerning slavery and the danger Jamaica is expos'd too from the too great number of slaves_page_41.md,OlmOCR-Ensemble,0.016696,0.042654,2,17,0,0,3,6,1138,211,0.922330,103,8,0.837209,43,7,0.000000,2,2,0.913331,0.000000,0,0,1746,1725-1749
Anonymous - 1752 - The art of making sugar_page_1.md,OlmOCR-Ensemble,0.008666,0.028698,5,13,5,0,2,11,2654,453,0.949580,238,12,0.785714,14,3,0.666667,3,1,0.937596,0.011086,5,5,1752,1750-1774
Anonymous - 1753 - An accurate description of the cacao-tree_page_2.md,OlmOCR-Ensemble,0.013583,0.043689,3,16,10,0,4,14,2135,412,0.918478,184,15,0.842105,38,6,0.928571,14,1,0.910408,0.014706,6,5,1753,1750-1774
Anonymous - 1757 - The Jamaica Association Develop'd_page_14.md,OlmOCR-Ensemble,0.013740,0.066038,0,17,1,0,6,8,1310,212,0.895833,96,10,0.875000,48,6,0.000000,1,1,0.875009,0.019417,4,4,1757,1750-1774
Anonymous - 1764 - Astronomical Observations Made at the Island of Barbados; At Willoughby Fort_page_1.md,OlmOCR-Ensemble,0.042540,0.060714,41,12,14,1,2,14,1575,280,0.898734,158,16,1.000000,57,0,0.473684,19,10,0.896074,0.010753,3,3,1764,1750-1774
Anonymous - 1766 - The privileges of the island of jamaica vindicated_page_64.md,OlmOCR-Ensemble,0.013418,0.035433,4,15,0,0,5,4,1416,254,0.955357,112,5,1.000000,14,0,0.500000,2,1,0.940268,0.012048,3,3,1766,1750-1774
"Anonymous - 1768 - An act for vesting the settled estate of william nedham, esquire, in the island of Jamaica, in trustees for the purposes therein mentioned_page_7.md",OlmOCR-Ensemble,0.006790,0.027460,2,14,2,0,2,10,2651,437,0.944700,217,12,0.928571,140,10,0.000000,1,1,0.941105,0.004598,2,2,1768,1750-1774
Anonymous - 1768 - Letters from a farmer in pennsylvania_page_74.md,OlmOCR-Ensemble,0.020153,0.036630,1,22,6,0,5,5,1439,273,0.937008,127,8,0.500000,4,2,0.000000,1,1,0.932364,0.011194,3,3,1768,1750-1774
Anonymous - 1789 - Notes on the two reports from the committee of the honourable house of assembly of Jamaica_page_32.md,OlmOCR-Ensemble,0.015237,0.062201,4,15,0,0,6,7,1247,209,0.921053,114,9,0.892857,28,3,0.750000,12,3,0.893001,0.000000,0,0,1789,1775-1799
Anonymous - 1792 - Bristol an abstract of the city charter_page_32.md,OlmOCR-Ensemble,0.007477,0.025510,0,8,0,0,4,1,1070,196,0.977528,89,2,0.964286,28,1,0.000000,1,1,0.966478,0.005208,1,1,1792,1775-1799
Anonymous - 1792 - Plain man's thoughts on the present price of sugar_page_15.md,OlmOCR-Ensemble,0.015885,0.044248,0,20,1,0,6,4,1322,226,0.925234,107,8,0.666667,9,3,0.000000,2,2,0.935041,0.009091,2,2,1792,1775-1799
"Anonymous - 1793 - Memoir, on the sugar-trade of the British colonies_page_1.md",OlmOCR-Ensemble,0.007979,0.015504,0,5,1,0,1,1,752,129,0.966667,60,2,0.857143,7,1,0.000000,1,1,0.984374,0.007812,1,1,1793,1775-1799
Anonymous - 1800 - Cushoo A dialogue between a negro and an english gentleman_page_7.md,OlmOCR-Ensemble,0.007947,0.029900,0,9,3,0,2,7,1510,301,0.954545,176,8,0.978723,47,1,0.000000,1,1,0.939554,0.010033,3,3,1800,1800-1824
Anonymous - 1803 - Practical Rules for the management and medical treatment of negro slaves in the sugar colonies_page_243.md,OlmOCR-Ensemble,0.008302,0.026432,0,11,0,0,3,3,1325,227,0.961905,105,4,1.000000,2,0,0.000000,1,1,0.953243,0.008929,2,2,1803,1800-1824
"Anonymous and Company - 1691 - A list of the names of all the adventurers in the stock of the honourable the East-India-Company, th_page_9.md",OlmOCR-Ensemble,0.008239,0.035865,7,30,8,0,9,25,5462,948,0.937644,433,27,0.916256,203,17,0.000000,2,2,0.923921,0.008520,8,8,1691,1675-1699
"Anonymous and Kilkenny - 1643 - Orders establisht in the popish generall assembly, held (under the specious pretence of supreme auth_page_5.md",OlmOCR-Ensemble,0.010337,0.039124,4,32,3,0,8,17,3773,639,0.936877,301,19,0.912088,91,8,0.777778,9,2,0.924214,0.014263,9,7,1643,1625-1649
Baker - 1775 - An essay on the art of making Moscavado sugar wherein a new process is proposed_page_1.md,OlmOCR-Ensemble,0.009231,0.032573,2,11,2,1,4,5,1625,307,0.950355,141,7,0.957143,70,3,0.800000,5,1,0.943222,0.013158,4,4,1775,1775-1799
Banks - 1699 - The unhappy favourite_page_37.md,OlmOCR-Ensemble,0.014286,0.048718,1,7,21,1,3,15,2030,390,0.911917,193,17,0.888889,81,9,0.000000,1,1,0.894577,0.012887,5,5,1699,1675-1699
Barham - 1717 - A letter of that curious Naturalist Mr Henry Barham_page_1.md,OlmOCR-Ensemble,0.005260,0.010309,0,8,0,0,1,2,1521,291,0.978102,137,3,0.953125,64,3,0.500000,2,1,0.979225,0.003448,1,1,1717,1700-1724
Bishop - 1766 - Instructions and observations relative to the navigation of the windward and gulph passages_page_74.md,OlmOCR-Ensemble,0.033001,0.096774,33,8,2,0,3,21,1303,248,0.819672,122,22,0.677419,62,20,0.800000,5,1,0.808587,0.061224,15,11,1766,1750-1774
Burroughs - 1659 - Rich Newes from Jamaica_page_4.md,OlmOCR-Ensemble,0.052156,0.082840,1,31,20,1,4,9,997,169,0.872093,86,11,0.727273,33,9,0.000000,1,1,0.858367,0.030120,5,5,1659,1650-1674
"Cary - 1695 - An essay on the state of England in relation to its trade, its poor, and its taxes, for carrying on_page_51.md",OlmOCR-Ensemble,0.014419,0.036145,4,27,3,1,7,7,2358,415,0.940541,185,11,0.913043,69,6,0.000000,2,2,0.942820,0.007335,3,3,1695,1675-1699
Child - 1690 - A discourse about trade_page_175.md,OlmOCR-Ensemble,0.014427,0.041237,4,9,3,0,2,6,1109,194,0.917647,85,7,0.928571,42,3,0.800000,5,1,0.912198,0.010417,2,2,1690,1675-1699
Cotton - 1614 - Gods promise to his plantation_page_14.md,OlmOCR-Ensemble,0.017265,0.034749,2,21,2,1,4,4,1448,259,0.931818,132,9,0.840000,25,4,0.750000,8,2,0.952253,0.007812,2,2,1614,1600-1624
Cowley - 1739 - A description of the windward passage and gulf of florida_page_21.md,OlmOCR-Ensemble,0.008910,0.027027,0,13,0,0,2,5,1459,259,0.948276,116,6,0.892857,56,6,0.000000,1,1,0.946345,0.000000,0,0,1739,1725-1749
"Davison - 1621 - Dauisons poems, or, A poeticall rapsodie Deuided into sixe bookes. The first, contayning poems and d_page_73.md",OlmOCR-Ensemble,0.484319,0.540166,4,927,11,1,170,24,1945,361,0.429952,207,118,0.384615,26,16,0.000000,2,2,0.297435,0.062500,12,11,1621,1600-1624
Dirom - 1783 - Thoughts on the state of the militia of jamaica_page_20.md,OlmOCR-Ensemble,0.014019,0.036697,0,9,0,0,3,1,642,109,0.952381,42,2,0.961538,26,1,0.000000,1,1,0.948665,0.000000,0,0,1783,1775-1799
"Edwards - 1798 - The history, civil and commercial, of the British colonies in the West Indies_page_211.md",OlmOCR-Ensemble,0.016265,0.026316,3,18,4,0,4,3,1537,266,0.941176,119,7,0.769231,13,3,0.500000,2,1,0.963957,0.007634,2,2,1798,1775-1799
F. M. - 1634 - Wits Common Wealth The Second Part_page_198.md,OlmOCR-Ensemble,0.046179,0.102410,0,73,11,0,20,14,1819,332,0.811765,170,32,0.620690,29,11,0.285714,7,5,0.842496,0.022436,7,7,1634,1625-1649
"Fawconer - 1774 - The Sporting Calendar, containing an account of the plates, matches, andf sweepstakes_page_182.md",OlmOCR-Ensemble,0.047281,0.216667,2,32,26,1,19,32,1269,240,0.775401,187,42,0.897436,78,8,0.898305,59,6,0.590348,0.013514,3,3,1774,1750-1774
Feltham - 1803 - A popular view of the structure and economy of the human body_page_230.md,OlmOCR-Ensemble,0.010638,0.021186,0,13,1,1,2,2,1316,236,0.965217,115,4,1.000000,6,0,0.888889,9,1,0.971158,0.000000,0,0,1803,1800-1824
Fox - 1800 - An address to the people of Great Britain on the propriety of abstaining from West India Sugar and Rum_page_5.md,OlmOCR-Ensemble,0.004416,0.023423,1,12,1,0,5,8,3170,555,0.955823,249,11,0.894737,19,2,0.333333,3,2,0.954646,0.009091,5,5,1800,1800-1824
Gadbury - 1672 - The Jamaica Almanack_page_4.md,OlmOCR-Ensemble,0.018803,0.038265,11,29,4,1,5,9,2340,392,0.942029,207,12,0.899083,109,11,1.000000,6,0,0.934301,0.007732,3,3,1672,1650-1674
Gisborne - 1792 - On slavery and the slave trade_page_1.md,OlmOCR-Ensemble,0.005567,0.015564,0,7,1,0,3,1,1437,257,0.982301,113,2,1.000000,6,0,0.000000,1,1,0.978444,0.000000,0,0,1792,1775-1799
Hamilton - 1718 - An answer to an Anonymous Libel_page_48.md,OlmOCR-Ensemble,0.010221,0.037209,0,12,0,0,5,3,1174,215,0.956044,91,4,0.952381,42,2,0.000000,1,1,0.948255,0.009524,2,2,1718,1700-1724
Harris - 1691 - Remarks on the affairs and trade of England and Ireland_page_45.md,OlmOCR-Ensemble,0.006774,0.018072,0,16,3,0,3,6,2805,498,0.968750,224,7,0.970874,103,3,0.833333,6,1,0.962082,0.006061,3,3,1691,1675-1699
Hayne - 1685 - An abstract of all the statutes made concerning aliens trading in England from the first-year of K._page_12.md,OlmOCR-Ensemble,0.017424,0.041667,3,66,20,0,12,27,5108,936,0.925764,458,34,0.914894,235,20,0.750000,8,2,0.917035,0.010823,10,10,1685,1675-1699
Hickeringill - 1705 - Jamaica Viewed_page_28.md,OlmOCR-Ensemble,0.024545,0.045872,1,30,0,0,6,4,1263,218,0.918182,110,9,0.857143,56,8,0.000000,2,2,0.925568,0.009434,2,2,1705,1700-1724
Hughes - 1750 - The Natural History of Barbados in Ten Books_page_211.md,OlmOCR-Ensemble,0.025654,0.054217,2,45,4,0,8,10,1988,332,0.911111,180,16,0.915663,83,7,0.000000,1,1,0.903893,0.003086,1,1,1750,1750-1774
"Ingram - 1744 - An essay, on the nature, cause, and seat of dysentery's, in a letter to Dr. Henry Warren of Barbados_page_35.md",OlmOCR-Ensemble,0.023384,0.062016,1,14,2,0,4,4,727,129,0.913793,58,5,0.869565,23,3,0.000000,1,1,0.895210,0.008000,1,1,1744,1725-1749
Janssen - 1713 - General Maxims in Trade_page_26.md,OlmOCR-Ensemble,0.008264,0.025547,0,12,0,0,3,4,1452,274,0.957265,117,5,0.961538,52,2,0.000000,1,1,0.952081,0.003690,1,1,1713,1700-1724
"Kent - 1687 - A choice manual, or Rare secrets in physick and chirurgery collected, & practised by the Right Hono_page_106.md",OlmOCR-Ensemble,0.026683,0.053004,2,34,8,0,7,8,1649,283,0.907143,140,13,0.805556,36,7,0.600000,5,2,0.901445,0.007246,2,2,1687,1675-1699
Leslie - 1740 - A new and exact account of Jamaica_page_184.md,OlmOCR-Ensemble,0.063479,0.078947,1,76,0,1,15,2,1213,228,0.901786,112,11,0.907692,65,6,0.600000,5,2,0.911243,0.004673,1,1,1740,1725-1749
Ligon - 1657 - A True and Exact history of the island of barbados_page_47.md,OlmOCR-Ensemble,0.028563,0.087859,15,65,16,0,15,40,3361,626,0.834507,284,47,0.629630,54,20,0.500000,2,1,0.816394,0.031097,19,14,1657,1650-1674
"Long - 1774 - The history of Jamaica, or, general survey of the antient and modern state of that island_page_1.md",OlmOCR-Ensemble,0.018117,0.057816,3,45,3,0,12,15,2815,467,0.902778,216,21,0.333333,6,4,0.500000,4,2,0.882592,0.010989,5,5,1774,1750-1774
"Marnettè - 1656 - The perfect cook being the most exact directions for the making all kinds of pastes, with the perfec_page_97.md",OlmOCR-Ensemble,0.034792,0.065617,4,54,8,0,9,16,1897,381,0.882353,170,20,0.714286,14,4,0.000000,2,2,0.872015,0.024194,9,8,1656,1650-1674
"Morley - 1653 - A Vindication of that righteous principle of the doctrine of Christ, called laying on of hands upon_page_26.md",OlmOCR-Ensemble,0.017429,0.042155,1,30,9,0,6,12,2295,427,0.905028,179,17,0.666667,9,3,0.000000,3,3,0.914713,0.023753,10,10,1653,1650-1674
Moseley and Moseley - 1799 - A treatise on sugar_page_103.md,OlmOCR-Ensemble,0.016729,0.047872,1,17,0,0,7,2,1076,188,0.946429,112,6,0.928571,14,1,0.600000,5,2,0.935111,0.000000,0,0,1799,1775-1799
"Mullinax - 1660 - Symplegades antrum, or the rumpant story impartially relating their tyrannical dealings, and clymacterial downfall_page_16.md",OlmOCR-Ensemble,0.027987,0.070423,7,58,13,0,10,25,2787,497,0.889706,272,30,0.827957,93,16,0.000000,2,2,0.861489,0.012320,6,6,1660,1650-1674
Norwood - 1753 - An account of some particulars_page_1.md,OlmOCR-Ensemble,0.044828,0.077670,0,97,7,0,14,18,2320,412,0.853659,205,30,0.725000,40,11,0.818182,11,2,0.862046,0.015075,6,6,1753,1750-1774
Ogilby - 1671 - America_page_399.md,OlmOCR-Ensemble,0.032338,0.056650,1,70,7,0,11,12,2412,406,0.907407,216,20,0.900000,70,7,0.666667,3,1,0.897676,0.020253,8,8,1671,1650-1674
Priestley - 1788 - A sermon on the subject of the slave trade_page_29.md,OlmOCR-Ensemble,0.021719,0.027473,0,23,0,0,5,0,1059,182,0.967033,91,3,0.714286,7,2,0.000000,1,1,0.972147,0.000000,0,0,1788,1775-1799
Prinsep - 1792 - The right in the West-India merchants to a double monopoly of the sugar market of Great Britain_page_1.md,OlmOCR-Ensemble,0.007782,0.027473,0,8,0,0,4,1,1028,182,0.977273,88,2,1.000000,8,0,0.800000,5,1,0.963869,0.005618,1,1,1792,1775-1799
Prinsep - 1794 - Bengal Sugar. An account of the method and expence of cultivating the sugar-cane in Bengal_page_1.md,OlmOCR-Ensemble,0.013736,0.056122,0,13,2,0,6,5,1092,196,0.912621,103,9,1.000000,12,0,0.538462,13,6,0.915911,0.005263,1,1,1794,1775-1799
Purchas - 1614 - Purchas his pilgrimage_page_484.md,OlmOCR-Ensemble,0.079834,0.158404,18,293,73,1,48,82,4810,827,0.725537,419,115,0.610390,77,30,0.000000,8,8,0.699541,0.076923,60,54,1614,1600-1624
"Robertson - 1736 - The speech of Mr John Talbot Campo-bell, a free christian negro to his countrymen in the mountains of jamaica_page_47.md",OlmOCR-Ensemble,0.019772,0.053498,0,20,6,0,4,9,1315,243,0.881188,101,12,0.846154,39,6,0.000000,2,2,0.897687,0.020921,5,5,1736,1725-1749
"Sheffeild - 1650 - A good conscience the strongest hold. A treatise of conscience, handling the nature acts offices use_page_109.md",OlmOCR-Ensemble,0.242906,0.275180,263,491,25,41,75,37,3207,556,0.543333,300,137,0.571429,63,27,0.142857,14,12,0.724614,0.042146,22,20,1650,1650-1674
"Spire - 1698 - The natures, uses, & doses of several approved and experienced medicines, faithfully prepared by Joh_page_7.md",OlmOCR-Ensemble,0.043019,0.090909,10,95,9,1,14,27,2650,462,0.846457,254,39,0.777778,126,28,0.863636,22,3,0.835664,0.026726,12,11,1698,1675-1699
Starkey - 1658 - Natures explication and Helmont's vindication. Or A short and sure way to a long and sound life bei_page_101.md,OlmOCR-Ensemble,0.034483,0.101399,4,18,36,0,3,26,1682,286,0.808219,146,28,0.781818,55,12,0.000000,2,2,0.780080,0.024735,7,7,1658,1650-1674
"Stow - 1633 - The survey of London containing the original, increase, modern estate and government of that city, m_page_250.md",OlmOCR-Ensemble,0.104085,0.240352,83,707,145,46,108,201,8983,1477,0.634146,820,300,0.637037,405,147,0.666667,15,5,0.629752,0.057244,81,71,1633,1625-1649
"Stubbe - 1662 - The Indian Nectar, or a discourse concerning chocolata_page_105.md",OlmOCR-Ensemble,0.109551,0.187970,5,142,9,1,33,16,1424,266,0.765625,192,45,0.727273,11,3,0.000000,2,2,0.736101,0.008547,2,2,1662,1650-1674
Thomas - 1800 - Different plans for improving the Habour of Bristol_page_27.md,OlmOCR-Ensemble,0.013749,0.042056,2,13,0,0,6,3,1091,214,0.943182,88,5,0.904762,21,2,0.750000,4,1,0.939619,0.000000,0,0,1800,1800-1824
Tryon - 1684 - Friendly advice to the gentle-man planters of the east and west indies_page_112.md,OlmOCR-Ensemble,0.015251,0.048193,2,9,3,0,3,5,918,166,0.923077,78,6,0.968750,32,1,0.000000,1,1,0.914284,0.018405,3,3,1684,1675-1699
"Vaughan - 1612 - Approved directions for health, both naturall and artificiall deriued from the best physitians as we_page_41.md",OlmOCR-Ensemble,0.025198,0.099715,7,22,22,2,6,27,2024,351,0.835821,201,33,0.888889,27,3,0.250000,4,3,0.802572,0.028818,10,10,1612,1600-1624
Walwyn - 1646 - A word in season to all sorts of wel minded people in this miserably distracted and distempered nat_page_5.md,OlmOCR-Ensemble,0.018174,0.072539,5,27,9,0,3,25,2256,386,0.860335,179,25,0.956522,23,1,0.000000,2,2,0.843417,0.041775,16,15,1646,1625-1649
"Williams - 1750 - An essay on the bilious, or yellow fever of jamaica_page_28.md",OlmOCR-Ensemble,0.014423,0.030534,2,16,3,0,5,3,1456,262,0.960317,126,5,0.960784,51,2,0.000000,1,1,0.954727,0.000000,0,0,1750,1750-1774
Windham - 1804 - Facts better than arguments_page_99.md,OlmOCR-Ensemble,0.003295,0.010256,0,3,1,0,1,1,1214,195,0.978261,92,2,1.000000,6,0,0.000000,1,1,0.981887,0.000000,0,0,1804,1800-1824
Woods - 1784 - Thoughts on the slavery of the negroes_page_1.md,OlmOCR-Ensemble,0.009081,0.026846,0,8,0,0,3,1,881,149,0.973684,76,2,1.000000,3,0,0.000000,1,1,0.962622,0.006849,1,1,1784,1775-1799
"Worthington - 1620 - The ground of a Christians life Deliuered in a sermon at Harwood in Lancashire, the first day of Dec_page_22.md",OlmOCR-Ensemble,0.085762,0.152941,10,169,27,0,29,36,2402,425,0.741463,205,53,0.571429,21,9,0.000000,6,6,0.729691,0.063131,25,25,1620,1600-1624
Wright - 1777 - Description of the Jesuits bark tree of Jamaica and the Caribbes_page_3.md,OlmOCR-Ensemble,0.058442,0.139535,1,35,9,0,5,7,770,86,0.857143,84,12,0.791667,24,5,0.500000,2,1,0.745929,0.000000,0,0,1777,1775-1799
Young - 1807 - The West-India Common-place Book_page_149.md,OlmOCR-Ensemble,0.288627,0.625000,209,35,25,84,5,11,932,160,0.813559,118,22,0.625000,32,12,0.906250,64,6,0.386363,0.025105,6,6,1807,1800-1824
